CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3
417,10005,10028,4004,SP,3,29,M,2002,2010,0,0,1,23.9,43.8,50.0,34.5,69.0,65.0,70.0,0.0,0.0,0.0,17.2,19.0,6.7,0.0,20.0,0.0
417,10005,10028,4004,SP,3,24,M,2007,2014,0,0,1,33.9,75.1,87.5,56.5,55.0,75.0,50.0,58.0,50.0,60.0,20.2,23.8,0.0,0.0,0.0,0.0
417,10005,10028,4004,SP,3,23,M,2008,2013,0,0,1,25.9,53.4,50.0,58.5,75.0,75.0,75.0,42.0,70.0,35.0,16.7,14.3,30.0,0.0,20.0,70.0
417,10005,10028,4004,SP,3,25,F,2007,2013,0,0,1,45.6,65.5,62.5,70.0,77.0,65.0,80.0,63.0,75.0,60.0,38.9,38.1,43.3,0.0,40.0,90.0
417,10005,10028,4004,SP,3,21,M,2010,2013,0,0,1,56.4,77.0,75.0,80.0,70.0,70.0,70.0,90.0,50.0,100.0,49.5,52.4,33.3,30.0,70.0,0.0
417,10005,10028,4004,SP,3,23,M,2009,2010,0,0,1,37.1,63.5,62.5,65.0,81.0,85.0,80.0,49.0,65.0,45.0,28.3,28.6,26.7,0.0,0.0,80.0
417,10005,10028,4004,SP,3,22,M,2010,2011,0,0,1,41.0,62.7,62.5,63.0,59.0,75.0,55.0,67.0,75.0,65.0,33.8,33.3,36.7,0.0,30.0,80.0
417,10005,10028,4004,SP,3,39,M,1993,2010,0,0,1,47.9,70.2,75.0,63.0,75.0,75.0,75.0,51.0,75.0,45.0,40.5,42.9,26.7,40.0,40.0,0.0
417,10005,10028,4004,SP,3,24,M,2007,2013,0,0,1,25.7,48.3,37.5,64.5,52.0,40.0,55.0,77.0,65.0,80.0,18.1,19.0,13.3,0.0,40.0,0.0
417,10005,10028,4004,SP,3,25,M,2006,2010,0,0,1,44.1,32.5,37.5,25.0,50.0,50.0,50.0,0.0,0.0,0.0,48.0,52.4,23.3,0.0,70.0,0.0
417,10005,10028,4004,SP,3,24,M,2008,2010,0,0,1,27.4,49.1,62.5,29.0,58.0,30.0,65.0,0.0,0.0,0.0,20.2,23.8,0.0,0.0,0.0,0.0
417,10005,10028,4004,SP,3,35,M,1997,2010,0,0,1,31.4,49.7,37.5,68.0,89.0,85.0,90.0,47.0,55.0,45.0,25.3,28.6,6.7,0.0,20.0,0.0
417,10005,10028,4004,SP,3,35,M,2001,2010,0,0,1,34.6,44.6,50.0,36.5,50.0,50.0,50.0,23.0,55.0,15.0,31.3,33.3,20.0,0.0,40.0,20.0
1153,10008,10028,4004,RJ,3,20,M,2011,2011,0,0,1,47.7,60.2,50.0,75.5,73.0,65.0,75.0,78.0,70.0,80.0,43.5,47.6,20.0,0.0,60.0,0.0
1153,10008,10028,4004,RJ,3,22,M,2009,2010,0,0,1,33.5,53.5,62.5,40.0,80.0,80.0,80.0,0.0,0.0,0.0,26.8,28.6,16.7,0.0,50.0,0.0
1153,10008,10028,4004,RJ,3,25,M,2006,2013,0,0,1,56.3,70.8,75.0,64.5,65.0,85.0,60.0,64.0,60.0,65.0,51.5,57.1,20.0,0.0,40.0,20.0
1153,10008,10028,4004,RJ,3,27,M,2007,2008,0,0,1,39.7,58.9,62.5,53.5,45.0,65.0,40.0,62.0,70.0,60.0,33.3,33.3,33.3,0.0,60.0,40.0
1153,10008,10028,4004,RJ,3,24,M,2007,2008,0,0,1,30.4,44.3,37.5,54.5,46.0,30.0,50.0,63.0,55.0,65.0,25.8,28.6,10.0,0.0,30.0,0.0
1153,10008,10028,4004,RJ,3,24,M,2008,2009,0,0,1,31.0,43.6,25.0,71.5,88.0,80.0,90.0,55.0,75.0,50.0,26.8,28.6,16.7,0.0,50.0,0.0
1153,10008,10028,4004,RJ,3,28,M,2004,2009,0,0,1,46.2,67.8,75.0,57.0,52.0,40.0,55.0,62.0,50.0,65.0,39.0,42.9,16.7,0.0,50.0,0.0
1153,10008,10028,4004,RJ,3,31,M,2008,2009,0,0,1,41.3,81.7,87.5,73.0,95.0,75.0,100.0,51.0,75.0,45.0,27.8,28.6,23.3,0.0,70.0,0.0
1153,10008,10028,4004,RJ,3,24,M,2009,2010,0,0,1,40.6,85.1,87.5,81.5,70.0,90.0,65.0,93.0,65.0,100.0,25.8,28.6,10.0,0.0,30.0,0.0
1153,10008,10028,4004,RJ,3,22,F,2010,2011,0,0,1,49.1,84.3,87.5,79.5,97.0,85.0,100.0,62.0,70.0,60.0,37.4,38.1,33.3,0.0,40.0,60.0
1153,10008,10028,4004,RJ,3,25,M,2006,2007,0,0,1,33.6,49.6,50.0,49.0,51.0,55.0,50.0,47.0,55.0,45.0,28.3,28.6,26.7,0.0,80.0,0.0
1153,10008,10028,4004,RJ,3,21,M,2008,2011,0,0,1,59.3,82.7,87.5,75.5,95.0,75.0,100.0,56.0,80.0,50.0,51.5,52.4,46.7,0.0,50.0,90.0
1153,10008,10028,4004,RJ,3,22,M,2009,2010,0,0,1,51.0,72.0,75.0,67.5,67.0,75.0,65.0,68.0,80.0,65.0,44.0,47.6,23.3,20.0,30.0,20.0
1153,10008,10028,4004,RJ,3,23,F,2008,2009,0,0,1,53.6,80.7,87.5,70.5,66.0,90.0,60.0,75.0,55.0,80.0,44.5,52.4,0.0,0.0,0.0,0.0
1153,10008,10028,4004,RJ,3,24,M,2010,2011,0,0,1,53.7,76.6,75.0,79.0,91.0,55.0,100.0,67.0,75.0,65.0,46.0,47.6,36.7,60.0,50.0,0.0
1153,10008,10028,4004,RJ,3,23,M,2009,2010,0,0,1,43.9,45.2,50.0,38.0,76.0,80.0,75.0,0.0,0.0,0.0,43.5,47.6,20.0,0.0,60.0,0.0
1153,10008,10028,4004,RJ,3,25,M,2006,2007,0,0,1,34.1,55.9,37.5,83.5,86.0,70.0,90.0,81.0,65.0,85.0,26.8,28.6,16.7,0.0,50.0,0.0
1153,10008,10028,4004,RJ,3,25,M,2007,2007,0,0,1,45.3,67.2,50.0,93.0,92.0,60.0,100.0,94.0,70.0,100.0,38.0,42.9,10.0,0.0,30.0,0.0
1153,10008,10028,4004,RJ,3,40,M,1993,2008,0,0,1,38.2,69.4,75.0,61.0,59.0,55.0,60.0,63.0,75.0,60.0,27.8,28.6,23.3,0.0,70.0,0.0
1153,10008,10028,4004,RJ,3,26,F,2005,2006,0,0,1,36.0,56.1,37.5,84.0,91.0,55.0,100.0,77.0,65.0,80.0,29.3,33.3,6.7,0.0,20.0,0.0
1153,10008,10028,4004,RJ,3,23,M,2008,2009,0,0,1,48.5,72.4,75.0,68.5,70.0,70.0,70.0,67.0,75.0,65.0,40.5,47.6,0.0,0.0,0.0,0.0
1153,10008,10028,4004,RJ,3,23,M,2008,2009,0,0,1,52.8,77.6,75.0,81.5,67.0,75.0,65.0,96.0,80.0,100.0,44.5,47.6,26.7,0.0,80.0,0.0
1153,10008,10028,4004,RJ,3,24,M,2008,2008,0,0,1,44.6,90.5,87.5,95.0,95.0,75.0,100.0,95.0,75.0,100.0,29.3,33.3,6.7,0.0,20.0,0.0
693,10002,10028,4006,RJ,3,23,M,2009,2010,0,1,1,45.3,65.8,75.0,52.0,69.0,65.0,70.0,35.0,55.0,30.0,38.5,42.1,18.3,0.0,55.0,0.0
693,10002,10028,4006,RJ,3,23,M,2008,2009,0,1,1,55.5,68.5,62.5,77.5,88.0,80.0,90.0,67.0,75.0,65.0,51.2,57.9,13.3,0.0,0.0,40.0
693,10002,10028,4006,RJ,3,21,F,2010,2011,0,1,1,61.4,77.4,75.0,81.0,98.0,90.0,100.0,64.0,80.0,60.0,56.0,63.2,15.0,0.0,0.0,45.0
693,10002,10028,4006,RJ,3,25,M,2007,2008,0,1,1,64.9,76.4,75.0,78.5,95.0,75.0,100.0,62.0,50.0,65.0,61.1,68.4,20.0,0.0,40.0,20.0
693,10002,10028,4006,RJ,3,22,M,2009,2010,0,1,1,65.5,74.2,100.0,35.5,71.0,55.0,75.0,0.0,0.0,0.0,62.6,73.7,0.0,0.0,0.0,0.0
693,10002,10028,4006,RJ,3,23,M,2008,2009,0,1,1,46.0,57.1,62.5,49.0,48.0,40.0,50.0,50.0,50.0,50.0,42.3,47.4,13.3,0.0,0.0,40.0
693,10002,10028,4006,RJ,3,25,M,2007,2008,0,1,1,60.2,80.2,75.0,88.0,95.0,75.0,100.0,81.0,85.0,80.0,53.5,57.9,28.3,30.0,55.0,0.0
693,10002,10028,4006,RJ,3,24,M,2007,2008,0,1,1,71.3,86.9,87.5,86.0,76.0,80.0,75.0,96.0,80.0,100.0,66.1,73.7,23.3,0.0,70.0,0.0
693,10002,10028,4006,RJ,3,26,M,2005,2006,0,1,1,52.6,72.2,75.0,68.0,59.0,75.0,55.0,77.0,65.0,80.0,46.0,52.6,8.3,0.0,25.0,0.0
693,10002,10028,4006,RJ,3,24,F,2007,2008,0,1,1,59.2,68.8,75.0,59.5,54.0,50.0,55.0,65.0,85.0,60.0,56.0,57.9,45.0,0.0,75.0,60.0
693,10002,10028,4006,RJ,3,22,M,2009,2011,0,1,1,63.0,73.9,87.5,53.5,67.0,75.0,65.0,40.0,80.0,30.0,59.4,68.4,8.3,0.0,25.0,0.0
693,10002,10028,4006,RJ,3,23,M,2008,2010,0,1,1,63.1,80.7,87.5,70.5,61.0,65.0,60.0,80.0,80.0,80.0,57.2,57.9,53.3,70.0,45.0,45.0
693,10002,10028,4006,RJ,3,25,M,2006,2007,0,1,1,26.6,49.6,50.0,49.0,49.0,45.0,50.0,49.0,65.0,45.0,18.9,21.1,6.7,0.0,0.0,20.0
693,10002,10028,4006,RJ,3,24,M,2007,2008,0,1,1,67.0,81.7,87.5,73.0,79.0,75.0,80.0,67.0,75.0,65.0,62.1,68.4,26.7,0.0,55.0,25.0
693,10002,10028,4006,RJ,3,33,M,1999,2007,0,1,1,34.5,64.3,62.5,67.0,55.0,75.0,50.0,79.0,75.0,80.0,24.6,26.3,15.0,0.0,45.0,0.0
693,10002,10028,4006,RJ,3,23,F,2008,2010,0,1,1,51.2,37.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,63.2,13.3,40.0,0.0,0.0
693,10002,10028,4006,RJ,3,23,M,2009,2011,0,1,1,59.4,54.8,75.0,24.5,49.0,65.0,45.0,0.0,0.0,0.0,60.9,68.4,18.3,0.0,0.0,55.0
693,10002,10028,4006,RJ,3,33,M,1998,2013,0,1,1,67.3,68.3,62.5,77.0,75.0,75.0,75.0,79.0,75.0,80.0,66.9,68.4,58.3,50.0,70.0,55.0
693,10002,10028,4006,RJ,3,22,M,2008,2009,0,1,1,65.4,68.4,75.0,58.5,80.0,40.0,90.0,37.0,65.0,30.0,64.4,68.4,41.7,100.0,0.0,25.0
693,10002,10028,4006,RJ,3,25,F,2006,2008,0,1,1,54.7,64.4,75.0,48.5,34.0,70.0,25.0,63.0,75.0,60.0,51.5,57.9,15.0,0.0,45.0,0.0
693,10002,10028,4006,RJ,3,26,M,2006,2007,0,1,1,41.6,72.6,75.0,69.0,63.0,75.0,60.0,75.0,55.0,80.0,31.3,36.8,0.0,0.0,0.0,0.0
693,10002,10028,4006,RJ,3,22,M,2008,2011,0,1,1,56.9,78.6,75.0,84.0,87.0,75.0,90.0,81.0,85.0,80.0,49.7,52.6,33.3,10.0,55.0,35.0
693,10002,10028,4006,RJ,3,27,F,2004,2007,0,1,1,51.1,78.2,75.0,83.0,87.0,75.0,90.0,79.0,75.0,80.0,42.0,47.4,11.7,0.0,15.0,20.0
693,10002,10028,4006,RJ,3,25,M,2006,2008,0,1,1,51.3,51.6,50.0,54.0,43.0,55.0,40.0,65.0,65.0,65.0,51.2,57.9,13.3,0.0,0.0,40.0
693,10002,10028,4006,RJ,3,25,M,2007,2010,0,1,1,60.1,79.7,87.5,68.0,58.0,50.0,60.0,78.0,70.0,80.0,53.5,57.9,28.3,50.0,0.0,35.0
693,10002,10028,4006,RJ,3,22,M,2009,2010,0,1,1,55.6,73.3,87.5,52.0,63.0,75.0,60.0,41.0,85.0,30.0,49.7,52.6,33.3,60.0,0.0,40.0
693,10002,10028,4006,RJ,3,23,M,2008,2010,0,1,1,56.2,83.0,75.0,95.0,95.0,75.0,100.0,95.0,75.0,100.0,47.2,52.6,16.7,0.0,30.0,20.0
693,10002,10028,4006,RJ,3,30,M,2002,2009,0,1,1,67.5,90.8,100.0,77.0,87.0,75.0,90.0,67.0,75.0,65.0,59.7,63.2,40.0,70.0,0.0,50.0
693,10002,10028,4006,RJ,3,23,M,2009,2010,0,1,1,50.8,64.5,62.5,67.5,98.0,90.0,100.0,37.0,65.0,30.0,46.2,52.6,10.0,0.0,30.0,0.0
693,10002,10028,4006,RJ,3,23,M,2008,2009,0,1,1,50.6,60.0,75.0,37.5,38.0,70.0,30.0,37.0,65.0,30.0,47.5,52.6,18.3,0.0,40.0,15.0
693,10002,10028,4006,RJ,3,27,M,2004,2007,0,1,1,53.4,78.1,87.5,64.0,60.0,80.0,55.0,68.0,80.0,65.0,45.2,52.6,3.3,0.0,0.0,10.0
693,10002,10028,4006,RJ,3,24,F,2007,2008,0,1,1,51.5,79.1,87.5,66.5,66.0,90.0,60.0,67.0,75.0,65.0,42.3,47.4,13.3,0.0,10.0,30.0
693,10002,10028,4006,RJ,3,24,M,2008,2009,0,1,1,65.6,80.6,100.0,51.5,48.0,80.0,40.0,55.0,35.0,60.0,60.6,68.4,16.7,0.0,15.0,35.0
693,10002,10028,4006,RJ,3,29,M,2002,2010,0,1,1,52.7,66.9,62.5,73.5,79.0,75.0,80.0,68.0,80.0,65.0,48.0,52.6,21.7,0.0,0.0,65.0
693,10002,10028,4006,RJ,3,22,F,2009,2010,0,1,1,38.1,58.5,62.5,52.5,70.0,70.0,70.0,35.0,55.0,30.0,31.3,36.8,0.0,0.0,0.0,0.0
693,10002,10028,4006,RJ,3,23,F,2008,2009,0,1,1,56.1,58.6,50.0,71.5,67.0,75.0,65.0,76.0,60.0,80.0,55.2,63.2,10.0,0.0,30.0,0.0
693,10002,10028,4006,RJ,3,22,M,2009,2010,0,1,1,57.8,69.9,62.5,81.0,79.0,75.0,80.0,83.0,75.0,85.0,53.7,57.9,30.0,0.0,30.0,60.0
693,10002,10028,4006,RJ,3,26,F,2005,2010,0,1,1,61.3,92.0,100.0,80.0,77.0,85.0,75.0,83.0,75.0,85.0,51.0,57.9,11.7,0.0,0.0,35.0
693,10002,10028,4006,RJ,3,23,F,2008,2009,0,1,1,70.4,84.9,87.5,81.0,67.0,75.0,65.0,95.0,75.0,100.0,65.6,73.7,20.0,0.0,30.0,30.0
693,10002,10028,4006,RJ,3,26,F,2005,2008,0,1,1,65.8,83.5,87.5,77.5,90.0,50.0,100.0,65.0,65.0,65.0,59.9,68.4,11.7,0.0,0.0,35.0
693,10002,10028,4006,RJ,3,30,M,2003,2005,0,1,1,49.8,47.0,50.0,42.5,37.0,65.0,30.0,48.0,60.0,45.0,50.7,57.9,10.0,0.0,30.0,0.0
693,10002,10028,4006,RJ,3,23,M,2008,2009,0,1,1,64.7,78.9,87.5,66.0,67.0,55.0,70.0,65.0,65.0,65.0,59.9,68.4,11.7,0.0,15.0,20.0
693,10002,10028,4006,RJ,3,27,M,2004,2004,0,1,1,65.5,79.8,75.0,87.0,76.0,80.0,75.0,98.0,90.0,100.0,60.7,63.2,46.7,70.0,70.0,0.0
437,10008,10028,4006,PR,4,29,M,2002,2011,0,0,1,74.0,75.0,75.0,75.0,82.0,50.0,90.0,68.0,60.0,70.0,73.6,78.9,43.3,60.0,45.0,25.0
437,10008,10028,4006,PR,4,24,M,2007,2009,0,0,1,36.7,49.7,62.5,30.5,0.0,70.0,0.0,61.0,45.0,65.0,32.3,36.8,6.7,0.0,0.0,20.0
437,10008,10028,4006,PR,4,22,M,2009,2011,0,0,1,47.1,52.6,50.0,56.5,57.0,65.0,55.0,56.0,40.0,60.0,45.2,52.6,3.3,0.0,10.0,0.0
437,10008,10028,4006,PR,4,22,M,2010,2011,0,0,1,47.9,49.2,50.0,48.0,34.0,50.0,30.0,62.0,50.0,65.0,47.5,52.6,18.3,0.0,30.0,25.0
437,10008,10028,4006,PR,4,25,M,2006,2011,0,0,1,36.3,58.5,62.5,52.5,44.0,40.0,45.0,61.0,45.0,65.0,28.9,31.6,13.3,0.0,40.0,0.0
437,10008,10028,4006,PR,4,24,M,2007,2011,0,0,1,60.2,54.9,62.5,43.5,33.0,45.0,30.0,54.0,70.0,50.0,61.9,68.4,25.0,0.0,30.0,45.0
437,10008,10028,4006,PR,4,33,M,1999,2011,0,0,1,57.7,58.1,62.5,51.5,39.0,75.0,30.0,64.0,60.0,65.0,57.5,63.2,25.0,0.0,40.0,35.0
437,10008,10028,4006,PR,4,22,F,2010,2011,0,0,1,33.1,46.7,37.5,60.5,75.0,55.0,80.0,46.0,50.0,45.0,28.6,31.6,11.7,0.0,15.0,20.0
437,10008,10028,4006,PR,4,22,M,2009,2011,0,0,1,57.9,51.3,37.5,72.0,92.0,60.0,100.0,52.0,60.0,50.0,60.1,68.4,13.3,0.0,0.0,40.0
437,10008,10028,4006,PR,4,27,M,2004,2011,0,0,1,44.1,59.4,50.0,73.5,72.0,60.0,75.0,75.0,55.0,80.0,39.0,42.1,21.7,0.0,25.0,40.0
437,10008,10028,4006,PR,4,22,F,2009,2011,0,0,1,55.4,82.9,87.5,76.0,73.0,65.0,75.0,79.0,75.0,80.0,46.2,52.6,10.0,0.0,0.0,30.0
437,10008,10028,4006,PR,4,21,M,2010,2011,0,0,1,52.2,54.4,50.0,61.0,76.0,80.0,75.0,46.0,50.0,45.0,51.5,57.9,15.0,0.0,15.0,30.0
437,10008,10028,4006,PR,4,28,M,2002,2011,0,0,1,73.9,85.2,100.0,63.0,60.0,60.0,60.0,66.0,70.0,65.0,70.1,78.9,20.0,0.0,0.0,60.0
437,10008,10028,4006,PR,4,29,M,2002,2011,0,0,1,62.5,82.9,87.5,76.0,75.0,75.0,75.0,77.0,65.0,80.0,55.7,63.2,13.3,0.0,0.0,40.0
437,10008,10028,4006,PR,4,22,M,2010,2011,0,0,1,34.5,38.1,37.5,39.0,78.0,30.0,90.0,0.0,0.0,0.0,33.3,36.8,13.3,0.0,0.0,40.0
437,10008,10028,4006,PR,4,30,M,2001,2011,0,0,1,34.1,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,42.1,31.7,0.0,45.0,50.0
437,10008,10028,4006,PR,4,21,M,2010,2011,0,0,1,43.8,47.7,37.5,63.0,92.0,60.0,100.0,34.0,50.0,30.0,42.5,47.4,15.0,0.0,45.0,0.0
437,10008,10028,4006,PR,4,24,F,2007,2011,0,0,1,55.8,65.5,62.5,70.0,79.0,75.0,80.0,61.0,65.0,60.0,52.5,57.9,21.7,0.0,30.0,35.0
437,10008,10028,4006,PR,4,24,M,2008,2010,0,0,1,41.8,53.8,50.0,59.5,52.0,60.0,50.0,67.0,75.0,65.0,37.8,42.1,13.3,0.0,15.0,25.0
294,10008,10022,4006,RS,4,33,M,2000,2010,0,0,1,57.0,52.2,25.0,93.0,88.0,80.0,90.0,98.0,90.0,100.0,58.6,68.4,3.3,0.0,10.0,0.0
294,10008,10022,4006,RS,4,23,M,2007,2010,0,0,1,64.0,84.5,87.5,80.0,95.0,75.0,100.0,65.0,65.0,65.0,57.2,63.2,23.3,0.0,15.0,55.0
294,10008,10022,4006,RS,4,23,M,2009,2010,0,0,1,59.9,60.6,75.0,39.0,78.0,70.0,80.0,0.0,0.0,0.0,59.7,63.2,40.0,0.0,60.0,60.0
294,10008,10022,4006,RS,4,24,F,2007,2010,0,0,1,55.3,80.0,75.0,87.5,97.0,85.0,100.0,78.0,70.0,80.0,47.0,52.6,15.0,0.0,45.0,0.0
294,10008,10022,4006,RS,4,22,M,2009,2010,0,0,1,63.1,61.6,50.0,79.0,95.0,75.0,100.0,63.0,75.0,60.0,63.6,68.4,36.7,0.0,40.0,70.0
294,10008,10022,4006,RS,4,24,M,2007,2008,0,0,1,67.1,70.0,75.0,62.5,46.0,70.0,40.0,79.0,75.0,80.0,66.1,73.7,23.3,0.0,70.0,0.0
294,10008,10022,4006,RS,4,26,M,2006,2007,0,0,1,46.4,45.9,37.5,58.5,53.0,65.0,50.0,64.0,60.0,65.0,46.5,52.6,11.7,0.0,10.0,25.0
294,10008,10022,4006,RS,4,26,M,2005,2010,0,0,1,41.7,69.1,62.5,79.0,81.0,45.0,90.0,77.0,65.0,80.0,32.5,36.8,8.3,0.0,0.0,25.0
294,10008,10022,4006,RS,4,26,M,2005,2010,0,0,1,51.3,80.5,87.5,70.0,76.0,60.0,80.0,64.0,60.0,65.0,41.5,47.4,8.3,0.0,25.0,0.0
294,10008,10022,4006,RS,4,25,M,2006,2010,0,0,1,49.2,58.2,50.0,70.5,83.0,55.0,90.0,58.0,90.0,50.0,46.2,52.6,10.0,0.0,0.0,30.0
294,10008,10022,4006,RS,4,22,M,2009,2010,0,0,1,72.9,76.8,75.0,79.5,96.0,80.0,100.0,63.0,75.0,60.0,71.6,78.9,30.0,40.0,15.0,35.0
294,10008,10022,4006,RS,4,23,M,2008,2009,0,0,1,43.6,51.8,50.0,54.5,45.0,65.0,40.0,64.0,60.0,65.0,40.8,47.4,3.3,0.0,10.0,0.0
5217,10005,10022,4006,SP,3,30,M,2003,2011,0,0,1,42.8,50.2,50.0,50.5,77.0,65.0,80.0,24.0,60.0,15.0,40.3,47.4,0.0,0.0,0.0,0.0
5217,10005,10022,4006,SP,3,29,M,2002,2010,0,0,1,29.2,36.2,25.0,53.0,70.0,70.0,70.0,36.0,60.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
5217,10005,10022,4006,SP,3,35,F,1999,2011,0,0,1,33.0,62.6,75.0,44.0,0.0,0.0,0.0,88.0,40.0,100.0,23.1,26.3,5.0,0.0,15.0,0.0
5217,10005,10022,4006,SP,3,45,M,2007,2011,0,0,1,33.4,66.4,75.0,53.5,59.0,55.0,60.0,48.0,40.0,50.0,22.4,26.3,0.0,0.0,0.0,0.0
5217,10005,10022,4006,SP,3,35,F,2003,2010,0,0,1,41.5,65.3,62.5,69.5,60.0,80.0,55.0,79.0,75.0,80.0,33.5,36.8,15.0,0.0,30.0,15.0
780,10005,10028,4006,MT,5,30,M,2003,2012,0,0,1,63.6,75.5,87.5,57.5,69.0,45.0,75.0,46.0,50.0,45.0,59.6,68.4,10.0,0.0,0.0,30.0
780,10005,10028,4006,MT,5,34,M,2000,2011,0,0,1,46.9,58.7,62.5,53.0,46.0,70.0,40.0,60.0,60.0,60.0,43.0,47.4,18.3,0.0,30.0,25.0
780,10005,10028,4006,MT,5,23,M,2009,2011,0,0,1,36.6,79.3,87.5,67.0,67.0,75.0,65.0,67.0,75.0,65.0,22.4,26.3,0.0,0.0,0.0,0.0
780,10005,10028,4006,MT,5,26,M,2010,2011,0,0,1,54.5,70.4,75.0,63.5,37.0,65.0,30.0,90.0,50.0,100.0,49.2,57.9,0.0,0.0,0.0,0.0
780,10005,10028,4006,MT,5,25,M,2006,2011,0,0,1,44.4,48.7,62.5,28.0,56.0,80.0,50.0,0.0,0.0,0.0,43.0,47.4,18.3,0.0,30.0,25.0
780,10005,10028,4006,MT,5,33,M,2001,2010,0,0,1,48.1,52.2,50.0,55.5,60.0,20.0,70.0,51.0,75.0,45.0,46.7,52.6,13.3,0.0,40.0,0.0
780,10005,10028,4006,MT,5,26,M,2009,2011,0,0,1,38.9,47.4,50.0,43.5,54.0,50.0,55.0,33.0,45.0,30.0,36.0,42.1,1.7,0.0,0.0,5.0
780,10005,10028,4006,MT,5,25,M,2006,2011,0,0,1,48.1,40.4,25.0,63.5,94.0,70.0,100.0,33.0,45.0,30.0,50.7,57.9,10.0,0.0,30.0,0.0
780,10005,10028,4006,MT,5,31,M,2001,2011,0,0,1,25.4,32.1,37.5,24.0,29.0,25.0,30.0,19.0,35.0,15.0,23.1,26.3,5.0,0.0,15.0,0.0
780,10005,10028,4006,MT,5,26,M,2003,2010,0,0,1,43.5,77.1,87.5,61.5,64.0,60.0,65.0,59.0,55.0,60.0,32.3,36.8,6.7,0.0,0.0,20.0
780,10005,10028,4006,MT,5,29,M,2000,2011,0,0,1,43.6,47.4,75.0,6.0,12.0,60.0,0.0,0.0,0.0,0.0,42.3,47.4,13.3,0.0,0.0,40.0
780,10005,10028,4006,MT,5,37,M,1994,2011,0,0,1,38.3,57.1,62.5,49.0,62.0,70.0,60.0,36.0,40.0,35.0,32.0,36.8,5.0,0.0,15.0,0.0
780,10005,10028,4006,MT,5,35,M,1994,2010,0,0,1,8.4,6.8,0.0,17.0,0.0,0.0,0.0,34.0,50.0,30.0,8.9,10.5,0.0,0.0,0.0,0.0
780,10005,10028,4006,MT,5,27,M,2007,2014,0,0,1,51.7,77.7,87.5,63.0,73.0,65.0,75.0,53.0,65.0,50.0,43.0,47.4,18.3,0.0,55.0,0.0
780,10005,10028,4006,MT,5,23,M,2006,2010,0,0,1,32.0,72.6,75.0,69.0,77.0,65.0,80.0,61.0,65.0,60.0,18.4,21.1,3.3,0.0,10.0,0.0
780,10005,10028,4006,MT,5,26,M,2004,2010,0,0,1,45.6,72.0,75.0,67.5,68.0,80.0,65.0,67.0,75.0,65.0,36.8,42.1,6.7,0.0,0.0,20.0
780,10005,10028,4006,MT,5,24,M,2005,2009,0,0,1,38.8,61.3,87.5,22.0,32.0,60.0,25.0,12.0,60.0,0.0,31.3,36.8,0.0,0.0,0.0,0.0
780,10005,10028,4006,MT,5,31,M,1998,2010,0,0,1,28.8,57.5,62.5,50.0,22.0,50.0,15.0,78.0,70.0,80.0,19.2,21.1,8.3,0.0,25.0,0.0
780,10005,10028,4006,MT,5,22,F,2009,2010,0,0,1,20.0,37.5,37.5,37.5,0.0,0.0,0.0,75.0,55.0,80.0,14.2,15.8,5.0,0.0,15.0,0.0
780,10005,10028,4006,MT,5,26,M,2005,2010,0,0,1,44.7,71.2,75.0,65.5,81.0,85.0,80.0,50.0,50.0,50.0,35.8,42.1,0.0,0.0,0.0,0.0
780,10005,10028,4006,MT,5,22,M,2007,2010,0,0,1,31.1,53.5,62.5,40.0,32.0,40.0,30.0,48.0,60.0,45.0,23.6,26.3,8.3,0.0,15.0,10.0
780,10005,10028,4006,MT,5,30,M,1999,2010,0,0,1,50.5,77.3,87.5,62.0,75.0,55.0,80.0,49.0,65.0,45.0,41.5,47.4,8.3,0.0,0.0,25.0
780,10005,10028,4006,MT,5,25,M,2006,2010,0,0,1,40.1,66.3,62.5,72.0,53.0,65.0,50.0,91.0,55.0,100.0,31.3,36.8,0.0,0.0,0.0,0.0
1129,10008,10020,4004,SP,3,23,M,2009,2010,0,0,1,40.8,59.9,62.5,56.0,46.0,70.0,40.0,66.0,70.0,65.0,34.4,38.1,13.3,0.0,40.0,0.0
1129,10008,10020,4004,SP,3,22,M,2010,2011,0,0,1,57.6,79.0,75.0,85.0,75.0,75.0,75.0,95.0,75.0,100.0,50.5,57.1,13.3,0.0,40.0,0.0
1129,10008,10020,4004,SP,3,21,M,2010,2010,0,0,1,39.3,76.6,75.0,79.0,65.0,65.0,65.0,93.0,65.0,100.0,26.8,28.6,16.7,0.0,30.0,20.0
