CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3
521,10005,10028,4006,SP,3,26,M,2006,2011,0,0,1,57.4,77.4,75.0,81.0,82.0,90.0,80.0,80.0,80.0,80.0,50.7,57.9,10.0,0.0,30.0,0.0
521,10005,10028,4006,SP,3,21,F,2010,2011,1,0,0,34.9,58.7,62.5,53.0,27.0,75.0,15.0,79.0,75.0,80.0,26.9,31.6,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,26,M,2007,2010,0,0,1,29.0,35.1,37.5,31.5,19.0,35.0,15.0,44.0,40.0,45.0,26.9,31.6,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,23,F,2008,2011,0,0,1,21.8,29.0,25.0,35.0,60.0,60.0,60.0,10.0,50.0,0.0,19.4,21.1,10.0,0.0,0.0,30.0
521,10005,10028,4006,SP,3,21,M,2010,2011,1,0,0,57.5,78.0,100.0,45.0,25.0,65.0,15.0,65.0,65.0,65.0,50.7,57.9,10.0,0.0,0.0,30.0
521,10005,10028,4006,SP,3,23,M,2010,2011,0,0,1,21.3,31.4,25.0,41.0,58.0,50.0,60.0,24.0,60.0,15.0,17.9,21.1,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,27,M,2004,2014,0,0,1,43.3,75.5,62.5,95.0,95.0,75.0,100.0,95.0,75.0,100.0,32.5,36.8,8.3,0.0,0.0,25.0
521,10005,10028,4006,SP,3,22,M,2009,2011,0,0,1,40.3,35.9,37.5,33.5,49.0,65.0,45.0,18.0,30.0,15.0,41.8,47.4,10.0,0.0,0.0,30.0
521,10005,10028,4006,SP,3,31,M,2005,2011,0,0,1,41.4,79.7,87.5,68.0,73.0,65.0,75.0,63.0,75.0,60.0,28.6,31.6,11.7,0.0,15.0,20.0
521,10005,10028,4006,SP,3,21,M,2010,2011,0,0,1,37.2,64.9,62.5,68.5,59.0,75.0,55.0,78.0,70.0,80.0,27.9,31.6,6.7,0.0,0.0,20.0
521,10005,10028,4006,SP,3,27,F,2004,2011,0,0,1,39.1,42.9,37.5,51.0,47.0,55.0,45.0,55.0,75.0,50.0,37.8,42.1,13.3,0.0,40.0,0.0
521,10005,10028,4006,SP,3,33,F,1998,2010,0,0,1,50.8,46.5,37.5,60.0,73.0,45.0,80.0,47.0,55.0,45.0,52.2,57.9,20.0,0.0,30.0,30.0
521,10005,10028,4006,SP,3,21,M,2010,2011,0,0,1,35.5,33.2,50.0,8.0,8.0,40.0,0.0,8.0,40.0,0.0,36.3,42.1,3.3,0.0,0.0,10.0
521,10005,10028,4006,SP,3,39,M,1994,2011,0,0,1,44.1,66.7,62.5,73.0,83.0,55.0,90.0,63.0,55.0,65.0,36.5,42.1,5.0,0.0,15.0,0.0
521,10005,10028,4006,SP,3,23,M,2008,2011,0,0,1,47.6,61.3,62.5,59.5,80.0,80.0,80.0,39.0,75.0,30.0,43.0,47.4,18.3,0.0,25.0,30.0
521,10005,10028,4006,SP,3,22,M,2009,2010,0,0,1,32.7,27.8,25.0,32.0,25.0,65.0,15.0,39.0,75.0,30.0,34.3,36.8,20.0,0.0,15.0,45.0
521,10005,10028,4006,SP,3,21,M,2010,2011,1,0,0,56.6,63.9,62.5,66.0,95.0,75.0,100.0,37.0,65.0,30.0,54.2,63.2,3.3,0.0,10.0,0.0
521,10005,10028,4006,SP,3,26,M,2006,2010,0,0,1,32.6,63.2,75.0,45.5,27.0,35.0,25.0,64.0,60.0,65.0,22.4,26.3,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,26,F,2005,2013,0,0,1,48.0,63.6,50.0,84.0,75.0,75.0,75.0,93.0,65.0,100.0,42.8,47.4,16.7,0.0,0.0,50.0
521,10005,10028,4006,SP,3,21,M,2010,2011,0,0,1,37.8,46.7,37.5,60.5,60.0,40.0,65.0,61.0,65.0,60.0,34.8,36.8,23.3,0.0,30.0,40.0
521,10005,10028,4006,SP,3,27,M,2004,2011,0,0,1,20.8,43.1,37.5,51.5,44.0,40.0,45.0,59.0,55.0,60.0,13.4,15.8,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,21,M,2010,2011,1,0,0,53.4,65.9,62.5,71.0,67.0,55.0,70.0,75.0,55.0,80.0,49.2,57.9,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,22,F,2009,2011,0,0,1,31.7,52.1,37.5,74.0,93.0,65.0,100.0,55.0,75.0,50.0,24.9,26.3,16.7,0.0,30.0,20.0
521,10005,10028,4006,SP,3,24,M,2007,2011,0,0,1,48.2,39.7,37.5,43.0,37.0,65.0,30.0,49.0,65.0,45.0,51.0,57.9,11.7,0.0,15.0,20.0
521,10005,10028,4006,SP,3,22,M,2009,2011,0,0,1,42.8,77.4,100.0,43.5,59.0,75.0,55.0,28.0,80.0,15.0,31.3,36.8,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,34,M,2007,2010,0,0,1,29.9,38.7,37.5,40.5,46.0,70.0,40.0,35.0,55.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
521,10005,10028,4006,SP,3,23,F,2008,2011,0,0,1,29.8,39.8,50.0,24.5,49.0,65.0,45.0,0.0,0.0,0.0,26.4,26.3,26.7,0.0,45.0,35.0
521,10005,10028,4006,SP,3,35,M,1999,2011,0,0,1,70.8,66.9,62.5,73.5,98.0,90.0,100.0,49.0,65.0,45.0,72.1,78.9,33.3,0.0,75.0,25.0
521,10005,10028,4006,SP,3,30,M,2001,2011,0,0,1,60.3,61.5,62.5,60.0,62.0,70.0,60.0,58.0,50.0,60.0,59.9,68.4,11.7,0.0,0.0,35.0
521,10005,10028,4006,SP,3,31,M,2002,2011,0,0,1,32.6,44.7,37.5,55.5,49.0,45.0,50.0,62.0,70.0,60.0,28.6,31.6,11.7,0.0,0.0,35.0
521,10005,10028,4006,SP,3,21,M,2010,2011,0,0,1,34.4,56.7,62.5,48.0,30.0,50.0,25.0,66.0,70.0,65.0,26.9,31.6,0.0,0.0,0.0,0.0
2971,10005,10022,4006,SP,3,21,M,2010,2011,0,0,1,57.8,52.9,37.5,76.0,75.0,75.0,75.0,77.0,65.0,80.0,59.4,68.4,8.3,0.0,25.0,0.0
2971,10005,10022,4006,SP,3,36,M,1997,2011,0,0,1,16.9,27.5,37.5,12.5,6.0,30.0,0.0,19.0,35.0,15.0,13.4,15.8,0.0,0.0,0.0,0.0
2971,10005,10022,4006,SP,3,22,M,2009,2011,0,0,1,39.8,38.2,50.0,20.5,7.0,35.0,0.0,34.0,50.0,30.0,40.3,47.4,0.0,0.0,0.0,0.0
2971,10005,10022,4006,SP,3,20,M,2010,2011,0,0,1,48.3,82.7,87.5,75.5,85.0,65.0,90.0,66.0,70.0,65.0,36.8,42.1,6.7,0.0,0.0,20.0
2971,10005,10022,4006,SP,3,21,M,2010,2011,0,0,1,65.8,49.4,75.0,11.0,22.0,10.0,25.0,0.0,0.0,0.0,71.3,78.9,28.3,0.0,30.0,55.0
2971,10005,10022,4006,SP,3,21,M,2010,2011,0,0,1,33.9,65.3,62.5,69.5,95.0,75.0,100.0,44.0,40.0,45.0,23.4,26.3,6.7,0.0,15.0,5.0
2971,10005,10022,4006,SP,3,22,M,2010,2011,0,0,1,53.2,78.5,87.5,65.0,67.0,55.0,70.0,63.0,75.0,60.0,44.7,52.6,0.0,0.0,0.0,0.0
2971,10005,10022,4006,SP,3,20,M,2010,2011,0,0,1,38.1,71.8,75.0,67.0,77.0,65.0,80.0,57.0,45.0,60.0,26.9,31.6,0.0,0.0,0.0,0.0
2971,10005,10022,4006,SP,3,24,M,2007,2011,0,0,1,38.5,37.1,37.5,36.5,51.0,55.0,50.0,22.0,50.0,15.0,39.0,42.1,21.7,0.0,45.0,20.0
2971,10005,10022,4006,SP,3,23,M,2009,2011,0,0,1,52.2,63.4,50.0,83.5,92.0,60.0,100.0,75.0,55.0,80.0,48.5,52.6,25.0,0.0,60.0,15.0
2971,10005,10022,4006,SP,3,21,M,2010,2011,0,0,1,44.4,62.7,62.5,63.0,33.0,65.0,25.0,93.0,65.0,100.0,38.3,42.1,16.7,0.0,15.0,35.0
2971,10005,10022,4006,SP,3,22,M,2009,2012,0,0,1,38.9,47.5,62.5,25.0,50.0,70.0,45.0,0.0,0.0,0.0,36.0,42.1,1.7,0.0,0.0,5.0
2971,10005,10022,4006,SP,3,31,M,2002,2011,0,0,1,46.7,59.7,62.5,55.5,75.0,75.0,75.0,36.0,60.0,30.0,42.3,47.4,13.3,0.0,0.0,40.0
2971,10005,10022,4006,SP,3,22,M,2009,2011,0,0,1,67.4,79.4,75.0,86.0,95.0,75.0,100.0,77.0,65.0,80.0,63.4,73.7,5.0,0.0,15.0,0.0
2971,10005,10022,4006,SP,3,29,M,2002,2011,0,0,1,43.8,74.8,75.0,74.5,54.0,50.0,55.0,95.0,75.0,100.0,33.5,36.8,15.0,0.0,30.0,15.0
2971,10005,10022,4006,SP,3,30,M,2002,2011,0,0,1,59.7,76.9,87.5,61.0,55.0,75.0,50.0,67.0,75.0,65.0,54.0,63.2,1.7,0.0,0.0,5.0
2971,10005,10022,4006,SP,3,21,M,2010,2011,0,0,1,55.3,52.7,62.5,38.0,53.0,65.0,50.0,23.0,55.0,15.0,56.2,63.2,16.7,0.0,30.0,20.0
2971,10005,10022,4006,SP,3,23,M,2008,2011,0,0,1,40.1,53.0,75.0,20.0,30.0,30.0,30.0,10.0,50.0,0.0,35.8,42.1,0.0,0.0,0.0,0.0
2971,10005,10022,4006,SP,3,24,M,2007,2011,0,0,1,65.4,87.1,87.5,86.5,97.0,85.0,100.0,76.0,60.0,80.0,58.1,68.4,0.0,0.0,0.0,0.0
1462,10008,10022,4004,PB,2,22,F,2010,2011,0,0,1,25.8,42.7,37.5,50.5,39.0,75.0,30.0,62.0,70.0,60.0,20.2,23.8,0.0,0.0,0.0,0.0
1462,10008,10022,4004,PB,2,34,M,1998,2011,0,0,1,45.2,63.6,75.0,46.5,28.0,40.0,25.0,65.0,65.0,65.0,39.0,42.9,16.7,0.0,50.0,0.0
1462,10008,10022,4004,PB,2,22,M,2010,2011,0,0,1,27.4,60.9,62.5,58.5,60.0,60.0,60.0,57.0,25.0,65.0,16.2,19.0,0.0,0.0,0.0,0.0
1462,10008,10022,4004,PB,2,22,F,2010,2011,0,0,1,25.6,38.6,25.0,59.0,53.0,65.0,50.0,65.0,65.0,65.0,21.2,23.8,6.7,0.0,20.0,0.0
1462,10008,10022,4004,PB,2,21,M,2010,2011,0,0,1,46.7,69.9,62.5,81.0,66.0,90.0,60.0,96.0,80.0,100.0,39.0,42.9,16.7,0.0,50.0,0.0
1462,10008,10022,4004,PB,2,25,M,2010,2011,0,0,1,31.2,64.1,62.5,66.5,52.0,40.0,55.0,81.0,65.0,85.0,20.2,23.8,0.0,0.0,0.0,0.0
1462,10008,10022,4004,PB,2,41,M,2009,2011,0,0,1,44.3,80.1,87.5,69.0,73.0,65.0,75.0,65.0,65.0,65.0,32.3,33.3,26.7,0.0,20.0,60.0
1462,10008,10022,4004,PB,2,22,M,2009,2011,0,0,1,36.2,78.2,75.0,83.0,91.0,55.0,100.0,75.0,55.0,80.0,22.2,23.8,13.3,0.0,40.0,0.0
1462,10008,10022,4004,PB,2,23,M,2009,2011,0,0,1,32.5,64.7,62.5,68.0,88.0,80.0,90.0,48.0,60.0,45.0,21.7,23.8,10.0,0.0,30.0,0.0
1462,10008,10022,4004,PB,2,28,M,2004,2011,0,0,1,15.7,47.5,37.5,62.5,32.0,60.0,25.0,93.0,65.0,100.0,5.1,4.8,6.7,0.0,20.0,0.0
1462,10008,10022,4004,PB,2,24,M,2007,2011,0,0,1,47.5,55.1,62.5,44.0,37.0,65.0,30.0,51.0,75.0,45.0,45.0,47.6,30.0,0.0,50.0,40.0
1462,10008,10022,4004,PB,2,22,M,2010,2011,0,0,1,35.6,69.6,100.0,24.0,48.0,40.0,50.0,0.0,0.0,0.0,24.3,28.6,0.0,0.0,0.0,0.0
1462,10008,10022,4004,PB,2,35,M,1997,2011,0,0,1,31.8,48.4,50.0,46.0,34.0,50.0,30.0,58.0,50.0,60.0,26.3,28.6,13.3,0.0,40.0,0.0
1462,10008,10022,4004,PB,2,35,M,1997,2011,0,0,1,29.9,39.3,37.5,42.0,32.0,40.0,30.0,52.0,60.0,50.0,26.8,28.6,16.7,0.0,50.0,0.0
1462,10008,10022,4004,PB,2,24,M,2010,2011,0,0,1,38.1,47.8,50.0,44.5,63.0,75.0,60.0,26.0,70.0,15.0,34.9,38.1,16.7,0.0,50.0,0.0
694,10002,10028,4006,MS,5,28,M,2003,2009,0,0,1,42.9,50.6,50.0,51.5,77.0,65.0,80.0,26.0,70.0,15.0,40.3,47.4,0.0,0.0,0.0,0.0
694,10002,10028,4006,MS,5,32,F,1999,2007,0,0,1,44.0,79.6,75.0,86.5,78.0,70.0,80.0,95.0,75.0,100.0,32.1,31.6,35.0,0.0,75.0,30.0
694,10002,10028,4006,MS,5,32,M,2000,2009,0,0,1,46.3,69.7,62.5,80.5,69.0,65.0,70.0,92.0,60.0,100.0,38.5,42.1,18.3,0.0,0.0,55.0
694,10002,10028,4006,MS,5,39,F,2004,2007,0,0,1,45.2,56.8,50.0,67.0,60.0,60.0,60.0,74.0,50.0,80.0,41.3,47.4,6.7,0.0,0.0,20.0
694,10002,10028,4006,MS,5,61,M,1976,2007,0,0,1,23.5,13.1,12.5,14.0,0.0,0.0,0.0,28.0,20.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
694,10002,10028,4006,MS,5,28,F,2003,2009,0,0,1,29.1,44.1,37.5,54.0,58.0,50.0,60.0,50.0,70.0,45.0,24.1,26.3,11.7,0.0,0.0,35.0
1819,10005,10022,4004,CE,2,38,M,1995,2008,0,0,1,58.7,81.7,87.5,73.0,55.0,75.0,50.0,91.0,55.0,100.0,51.0,52.4,43.3,10.0,60.0,60.0
1819,10005,10022,4004,CE,2,37,M,1995,2011,0,0,1,48.2,44.2,25.0,73.0,67.0,75.0,65.0,79.0,75.0,80.0,49.5,57.1,6.7,0.0,0.0,20.0
1819,10005,10022,4004,CE,2,25,M,2006,2007,0,0,1,26.6,48.7,62.5,28.0,35.0,55.0,30.0,21.0,45.0,15.0,19.2,19.0,20.0,0.0,0.0,60.0
1819,10005,10022,4004,CE,2,25,M,2006,2007,0,0,1,45.3,65.5,87.5,32.5,65.0,85.0,60.0,0.0,0.0,0.0,38.5,42.9,13.3,0.0,40.0,0.0
1819,10005,10022,4004,CE,2,26,M,2006,2007,0,0,1,49.7,51.9,37.5,73.5,68.0,80.0,65.0,79.0,75.0,80.0,49.0,52.4,30.0,50.0,40.0,0.0
1819,10005,10022,4004,CE,2,26,M,2007,2008,0,0,1,52.7,42.6,50.0,31.5,63.0,75.0,60.0,0.0,0.0,0.0,56.0,57.1,50.0,40.0,50.0,60.0
1819,10005,10022,4004,CE,2,30,M,2000,2007,0,0,1,70.2,77.6,75.0,81.5,95.0,75.0,100.0,68.0,80.0,65.0,67.7,66.7,73.3,50.0,90.0,80.0
1819,10005,10022,4004,CE,2,23,F,2010,2011,0,0,1,67.5,94.0,100.0,85.0,95.0,75.0,100.0,75.0,55.0,80.0,58.6,61.9,40.0,60.0,60.0,0.0
1819,10005,10022,4004,CE,2,25,M,2007,2008,0,0,1,60.4,70.4,75.0,63.5,66.0,70.0,65.0,61.0,65.0,60.0,57.1,61.9,30.0,0.0,90.0,0.0
1819,10005,10022,4004,CE,2,27,M,2004,2006,0,0,1,66.4,94.2,100.0,85.5,76.0,80.0,75.0,95.0,75.0,100.0,57.1,61.9,30.0,0.0,0.0,90.0
1819,10005,10022,4004,CE,2,25,F,2006,2007,0,0,1,34.8,58.7,62.5,53.0,70.0,30.0,80.0,36.0,60.0,30.0,26.8,28.6,16.7,0.0,50.0,0.0
1819,10005,10022,4004,CE,2,28,M,2007,2009,0,0,1,72.8,91.0,100.0,77.5,93.0,65.0,100.0,62.0,70.0,60.0,66.7,71.4,40.0,0.0,40.0,80.0
1819,10005,10022,4004,CE,2,24,M,2007,2008,0,0,1,47.4,65.1,87.5,31.5,39.0,15.0,45.0,24.0,0.0,30.0,41.5,42.9,33.3,30.0,70.0,0.0
1819,10005,10022,4004,CE,2,26,M,2006,2007,0,0,1,64.2,82.7,87.5,75.5,75.0,75.0,75.0,76.0,60.0,80.0,58.0,57.1,63.3,80.0,30.0,80.0
1819,10005,10022,4004,CE,2,24,M,2007,2008,0,0,1,50.8,69.8,75.0,62.0,70.0,90.0,65.0,54.0,90.0,45.0,44.5,47.6,26.7,0.0,40.0,40.0
1819,10005,10022,4004,CE,2,29,M,2002,2005,0,0,1,54.1,84.5,87.5,80.0,77.0,65.0,80.0,83.0,95.0,80.0,44.0,42.9,50.0,0.0,90.0,60.0
5550,10005,10022,4004,GO,5,33,M,1997,2012,0,0,1,28.9,61.1,62.5,59.0,95.0,75.0,100.0,23.0,55.0,15.0,18.1,19.0,13.3,0.0,40.0,0.0
5550,10005,10022,4004,GO,5,28,M,2003,2012,0,0,1,41.2,73.9,62.5,91.0,93.0,65.0,100.0,89.0,45.0,100.0,30.3,33.3,13.3,0.0,40.0,0.0
5550,10005,10022,4004,GO,5,30,M,2005,2011,0,0,1,22.9,42.8,25.0,69.5,47.0,75.0,40.0,92.0,60.0,100.0,16.2,19.0,0.0,0.0,0.0,0.0
5550,10005,10022,4004,GO,5,26,M,2009,2011,0,0,1,42.1,81.9,87.5,73.5,82.0,90.0,80.0,65.0,85.0,60.0,28.8,28.6,30.0,0.0,30.0,60.0
5550,10005,10022,4004,GO,5,22,M,2010,2011,0,0,1,28.9,51.9,37.5,73.5,83.0,15.0,100.0,64.0,60.0,65.0,21.2,23.8,6.7,0.0,20.0,0.0
5550,10005,10022,4004,GO,5,24,M,2007,2011,0,0,1,37.3,55.4,50.0,63.5,33.0,45.0,30.0,94.0,70.0,100.0,31.3,33.3,20.0,20.0,40.0,0.0
5550,10005,10022,4004,GO,5,20,F,2010,2011,0,0,1,25.5,48.9,37.5,66.0,71.0,55.0,75.0,61.0,65.0,60.0,17.7,19.0,10.0,0.0,30.0,0.0
5550,10005,10022,4004,GO,5,39,M,2002,2012,0,0,1,28.9,62.5,62.5,62.5,64.0,60.0,65.0,61.0,45.0,65.0,17.7,19.0,10.0,0.0,30.0,0.0
5550,10005,10022,4004,GO,5,21,M,2010,2011,0,0,1,45.9,65.5,62.5,70.0,79.0,35.0,90.0,61.0,65.0,60.0,39.4,38.1,46.7,0.0,60.0,80.0
5550,10005,10022,4004,GO,5,21,M,2010,2011,0,0,1,40.3,79.5,87.5,67.5,54.0,50.0,55.0,81.0,85.0,80.0,27.2,23.8,46.7,0.0,80.0,60.0
5550,10005,10022,4004,GO,5,21,M,2010,2011,0,0,1,37.9,73.1,87.5,51.5,53.0,65.0,50.0,50.0,70.0,45.0,26.2,23.8,40.0,60.0,60.0,0.0
449,10008,10028,4006,RS,4,24,M,2007,2008,0,0,1,58.5,68.3,87.5,39.5,51.0,55.0,50.0,28.0,80.0,15.0,55.2,63.2,10.0,0.0,30.0,0.0
449,10008,10028,4006,RS,4,29,M,2003,2009,0,0,1,37.4,51.2,50.0,53.0,67.0,75.0,65.0,39.0,75.0,30.0,32.8,36.8,10.0,0.0,30.0,0.0
449,10008,10028,4006,RS,4,26,M,2008,2009,0,0,1,47.9,63.9,62.5,66.0,75.0,75.0,75.0,57.0,45.0,60.0,42.5,47.4,15.0,0.0,45.0,0.0
449,10008,10028,4006,RS,4,29,M,2003,2005,0,0,1,27.3,68.9,62.5,78.5,64.0,60.0,65.0,93.0,65.0,100.0,13.4,15.8,0.0,0.0,0.0,0.0
449,10008,10028,4006,RS,4,45,M,1985,2009,0,0,1,46.4,62.4,75.0,43.5,8.0,40.0,0.0,79.0,55.0,85.0,41.0,47.4,5.0,0.0,15.0,0.0
449,10008,10028,4006,RS,4,26,M,2005,2007,0,0,1,31.3,52.0,50.0,55.0,31.0,55.0,25.0,79.0,75.0,80.0,24.4,26.3,13.3,0.0,40.0,0.0
449,10008,10028,4006,RS,4,36,M,2005,2006,0,0,1,44.8,39.0,50.0,22.5,23.0,55.0,15.0,22.0,50.0,15.0,46.7,52.6,13.3,0.0,15.0,25.0
449,10008,10028,4006,RS,4,27,M,2004,2006,0,0,1,64.4,83.2,100.0,58.0,52.0,80.0,45.0,64.0,80.0,60.0,58.1,68.4,0.0,0.0,0.0,0.0
449,10008,10028,4006,RS,4,36,M,1996,2006,0,0,1,50.2,73.2,75.0,70.5,75.0,75.0,75.0,66.0,70.0,65.0,42.5,47.4,15.0,0.0,25.0,20.0
449,10008,10028,4006,RS,4,30,M,2001,2005,0,0,1,28.6,69.5,62.5,80.0,79.0,75.0,80.0,81.0,85.0,80.0,14.9,15.8,10.0,0.0,10.0,20.0
449,10008,10028,4006,RS,4,27,M,2004,2007,0,0,1,56.1,72.4,75.0,68.5,70.0,70.0,70.0,67.0,75.0,65.0,50.7,57.9,10.0,0.0,30.0,0.0
449,10008,10028,4006,RS,4,23,M,2008,2009,0,0,1,56.2,84.7,87.5,80.5,96.0,80.0,100.0,65.0,65.0,65.0,46.7,52.6,13.3,0.0,40.0,0.0
449,10008,10028,4006,RS,4,36,M,1997,2003,0,0,1,31.4,44.8,50.0,37.0,48.0,40.0,50.0,26.0,70.0,15.0,26.9,31.6,0.0,0.0,0.0,0.0
449,10008,10028,4006,RS,4,25,F,2006,2009,0,0,1,53.5,72.8,75.0,69.5,60.0,80.0,55.0,79.0,75.0,80.0,47.0,52.6,15.0,0.0,45.0,0.0
913,10008,10022,4006,MS,5,22,M,2009,2010,0,0,1,18.9,48.8,50.0,47.0,31.0,55.0,25.0,63.0,55.0,65.0,8.9,10.5,0.0,0.0,0.0,0.0
913,10008,10022,4006,MS,5,22,M,2009,2010,0,0,1,21.8,18.5,12.5,27.5,20.0,40.0,15.0,35.0,55.0,30.0,22.9,26.3,3.3,0.0,0.0,10.0
913,10008,10022,4006,MS,5,22,M,2009,2011,0,0,1,15.6,19.1,12.5,29.0,14.0,70.0,0.0,44.0,40.0,45.0,14.4,15.8,6.7,0.0,0.0,20.0
913,10008,10022,4006,MS,5,28,M,2004,2011,0,0,1,35.1,46.4,50.0,41.0,50.0,50.0,50.0,32.0,40.0,30.0,31.3,36.8,0.0,0.0,0.0,0.0
913,10008,10022,4006,MS,5,21,M,2010,2011,0,0,1,32.4,32.5,37.5,25.0,41.0,45.0,40.0,9.0,45.0,0.0,32.3,36.8,6.7,0.0,0.0,20.0
913,10008,10022,4006,MS,5,22,M,2009,2011,0,0,1,15.5,5.8,0.0,14.5,8.0,40.0,0.0,21.0,45.0,15.0,18.7,21.1,5.0,0.0,0.0,15.0
913,10008,10022,4006,MS,5,21,M,2010,2011,0,0,1,32.6,49.5,37.5,67.5,55.0,55.0,55.0,80.0,60.0,85.0,26.9,31.6,0.0,0.0,0.0,0.0
913,10008,10022,4006,MS,5,22,M,2009,2011,0,0,1,64.3,65.6,75.0,51.5,52.0,60.0,50.0,51.0,55.0,50.0,63.9,73.7,8.3,0.0,0.0,25.0
3465,10008,10022,4006,MG,3,25,M,2005,2006,0,0,1,37.4,60.7,62.5,58.0,69.0,45.0,75.0,47.0,55.0,45.0,29.6,31.6,18.3,0.0,30.0,25.0
3465,10008,10022,4006,MG,3,31,M,2002,2004,0,0,1,57.1,64.2,75.0,48.0,46.0,50.0,45.0,50.0,50.0,50.0,54.7,63.2,6.7,20.0,0.0,0.0
3465,10008,10022,4006,MG,3,26,M,2007,2008,0,0,1,42.3,70.6,75.0,64.0,73.0,65.0,75.0,55.0,75.0,50.0,32.8,36.8,10.0,0.0,0.0,30.0
3465,10008,10022,4006,MG,3,26,M,2006,2007,0,0,1,23.5,51.3,62.5,34.5,6.0,30.0,0.0,63.0,55.0,65.0,14.2,15.8,5.0,0.0,15.0,0.0
3465,10008,10022,4006,MG,3,37,M,2000,2002,0,0,1,37.9,71.0,75.0,65.0,69.0,85.0,65.0,61.0,65.0,60.0,26.9,31.6,0.0,0.0,0.0,0.0
3465,10008,10022,4006,MG,3,35,F,2001,2007,0,0,1,26.2,37.7,37.5,38.0,33.0,45.0,30.0,43.0,35.0,45.0,22.4,26.3,0.0,0.0,0.0,0.0
3465,10008,10022,4006,MG,3,26,M,2006,2008,0,0,1,20.4,39.1,37.5,41.5,51.0,55.0,50.0,32.0,40.0,30.0,14.2,15.8,5.0,0.0,0.0,15.0
3465,10008,10022,4006,MG,3,22,M,2010,2011,0,0,1,21.2,55.1,37.5,81.5,69.0,45.0,75.0,94.0,70.0,100.0,9.9,10.5,6.7,0.0,0.0,20.0
3465,10008,10022,4006,MG,3,31,M,2002,2002,0,0,1,19.9,26.0,25.0,27.5,20.0,40.0,15.0,35.0,55.0,30.0,17.9,21.1,0.0,0.0,0.0,0.0
3465,10008,10022,4006,MG,3,26,M,2006,2007,0,0,1,38.4,59.7,62.5,55.5,50.0,90.0,40.0,61.0,45.0,65.0,31.3,36.8,0.0,0.0,0.0,0.0
3465,10008,10022,4006,MG,3,30,M,2001,2009,0,0,1,42.6,47.3,37.5,62.0,72.0,40.0,80.0,52.0,0.0,65.0,41.0,47.4,5.0,0.0,15.0,0.0
3465,10008,10022,4006,MG,3,25,M,2007,2008,0,0,1,26.2,63.0,75.0,45.0,53.0,65.0,50.0,37.0,65.0,30.0,13.9,15.8,3.3,0.0,0.0,10.0
3465,10008,10022,4006,MG,3,26,M,2006,2007,0,0,1,51.2,82.2,75.0,93.0,92.0,60.0,100.0,94.0,70.0,100.0,40.8,47.4,3.3,0.0,10.0,0.0
3465,10008,10022,4006,MG,3,23,M,2008,2009,0,0,1,31.3,44.6,50.0,36.5,39.0,75.0,30.0,34.0,50.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
3465,10008,10022,4006,MG,3,26,M,2005,2008,0,0,1,37.6,27.5,37.5,12.5,0.0,0.0,0.0,25.0,65.0,15.0,41.0,47.4,5.0,0.0,15.0,0.0
3465,10008,10022,4006,MG,3,28,F,2005,2009,0,0,1,37.5,66.4,75.0,53.5,14.0,70.0,0.0,93.0,65.0,100.0,27.9,31.6,6.7,0.0,0.0,20.0
3465,10008,10022,4006,MG,3,23,M,2008,2009,0,0,1,38.8,47.2,50.0,43.0,34.0,50.0,30.0,52.0,60.0,50.0,36.0,42.1,1.7,0.0,0.0,5.0
3465,10008,10022,4006,MG,3,34,M,2003,2010,0,0,1,57.1,77.8,75.0,82.0,74.0,50.0,80.0,90.0,50.0,100.0,50.2,57.9,6.7,0.0,0.0,20.0
3465,10008,10022,4006,MG,3,21,F,2010,2011,0,0,1,62.3,82.2,75.0,93.0,93.0,65.0,100.0,93.0,65.0,100.0,55.7,63.2,13.3,0.0,15.0,25.0
3465,10008,10022,4006,MG,3,21,M,2010,2011,0,0,1,48.1,65.5,87.5,32.5,0.0,0.0,0.0,65.0,65.0,65.0,42.3,47.4,13.3,0.0,0.0,40.0
3465,10008,10022,4006,MG,3,22,F,2009,2011,0,0,1,30.6,52.3,37.5,74.5,57.0,65.0,55.0,92.0,60.0,100.0,23.4,26.3,6.7,0.0,0.0,20.0
3465,10008,10022,4006,MG,3,27,F,2006,2008,0,0,1,32.9,35.4,25.0,51.0,51.0,55.0,50.0,51.0,55.0,50.0,32.0,36.8,5.0,0.0,15.0,0.0
