data,time1,time2,result
20/11/2005,"AtléticoPR","SãoCaetano",E
20/11/2005,"Vasco","Paysandu",V
20/11/2005,"PontePreta","Palmeiras",D
20/11/2005,"Corinthians","Internacional",E
20/11/2005,"Fortaleza","Fluminense",V
20/11/2005,"Paraná","Flamengo",D
20/11/2005,"Botafogo","Cruzeiro",V
20/11/2005,"AtléticoMG","Coritiba",V
27/11/2005,"AtléticoMG","Vasco",E
27/11/2005,"AtléticoPR","Paysandu",V
27/11/2005,"Brasiliense","Figueirense",D
27/11/2005,"Corinthians","PontePreta",V
27/11/2005,"Flamengo","Goiás",E
27/11/2005,"Fluminense","Juventude",D
27/11/2005,"Fortaleza","SãoPaulo",V
27/11/2005,"Internacional","Palmeiras",V
27/11/2005,"Paraná","Cruzeiro",V
27/11/2005,"Santos","Botafogo",V
27/11/2005,"SãoCaetano","Coritiba",E
04/12/2005,"SãoPaulo","AtléticoPR",V
04/12/2005,"Juventude","AtléticoMG",D
04/12/2005,"Figueirense","Santos",V
04/12/2005,"PontePreta","Brasiliense",V
04/12/2005,"Paysandu","Flamengo",D
04/12/2005,"Vasco","Paraná",V
04/12/2005,"Coritiba","Internacional",V
04/12/2005,"Botafogo","Fortaleza",V
04/12/2005,"Cruzeiro","SãoCaetano",D
04/12/2005,"Palmeiras","Fluminense",V
15/04/2006,"Juventude","Paraná",V
15/04/2006,"Vasco","Internacional",E
16/04/2006,"Palmeiras","PontePreta",D
16/04/2006,"AtléticoPR","Fluminense",D
16/04/2006,"Botafogo","Fortaleza",V
16/04/2006,"Goiás","Santos",E
16/04/2006,"Grêmio","Corinthians",V
16/04/2006,"SantaCRuz","Figueirense",E
16/04/2006,"SãoCaetano","Cruzeiro",V
16/04/2006,"SãoPaulo","Flamengo",V
22/04/2006,"Corinthians","SãoCaetano",V
22/04/2006,"Figueirense","Palmeiras",V
22/04/2006,"Fluminense","Goiás",V
23/04/2006,"Cruzeiro","Grêmio",V
23/04/2006,"Flamengo","Juventude",V
23/04/2006,"Fortaleza","SãoPaulo",V
23/04/2006,"Internacional","SantaCRuz",V
23/04/2006,"Paraná","Botafogo",E
23/04/2006,"PontePreta","Vasco",D
23/04/2006,"Santos","AtléticoPR",V
29/04/2006,"Botafogo","AtléticoPR",D
29/04/2006,"Fortaleza","SãoCaetano",V
29/04/2006,"SãoPaulo","SantaCRuz",V
30/04/2006,"Figueirense","Cruzeiro",D
30/04/2006,"Internacional","Flamengo",V
30/04/2006,"Juventude","Goiás",E
30/04/2006,"Palmeiras","Santos",D
30/04/2006,"Paraná","Grêmio",V
30/04/2006,"PontePreta","Corinthians",V
30/04/2006,"Vasco","Fluminense",E
06/05/2006,"Fluminense","Paraná",V
06/05/2006,"SantaCRuz","PontePreta",E
06/05/2006,"Santos","Fortaleza",V
07/05/2006,"Goiás","Figueirense",V
07/05/2006,"AtléticoPR","Internacional",D
07/05/2006,"Corinthians","SãoPaulo",D
07/05/2006,"Cruzeiro","Juventude",V
07/05/2006,"Flamengo","Botafogo",V
07/05/2006,"Grêmio","Vasco",D
07/05/2006,"SãoCaetano","Palmeiras",V
13/05/2006,"Botafogo","Grêmio",E
13/05/2006,"Santos","PontePreta",V
13/05/2006,"SãoCaetano","Juventude",D
14/05/2006,"Figueirense","Fluminense",V
14/05/2006,"Flamengo","Fortaleza",E
14/05/2006,"Goiás","Vasco",V
14/05/2006,"Internacional","SãoPaulo",V
14/05/2006,"Palmeiras","Cruzeiro",E
14/05/2006,"Paraná","Corinthians",D
14/05/2006,"SantaCRuz","AtléticoPR",D
20/05/2006,"AtléticoPR","Goiás",D
20/05/2006,"Fortaleza","Paraná",E
20/05/2006,"Internacional","Figueirense",D
20/05/2006,"SãoPaulo","SãoCaetano",V
21/05/2006,"Cruzeiro","Flamengo",V
21/05/2006,"Fluminense","Santos",V
21/05/2006,"Juventude","Botafogo",V
21/05/2006,"Palmeiras","SantaCRuz",V
21/05/2006,"PontePreta","Grêmio",E
21/05/2006,"Vasco","Corinthians",D
24/05/2006,"Cruzeiro","PontePreta",V
24/05/2006,"Flamengo","Santos",E
24/05/2006,"Fortaleza","Fluminense",D
24/05/2006,"Juventude","SantaCRuz",V
24/05/2006,"Paraná","Figueirense",E
24/05/2006,"SãoCaetano","AtléticoPR",V
24/05/2006,"SãoPaulo","Palmeiras",V
25/05/2006,"Botafogo","Vasco",V
25/05/2006,"Corinthians","Internacional",D
25/05/2006,"Grêmio","Goiás",V
27/05/2006,"AtléticoPR","Juventude",V
27/05/2006,"Figueirense","Fortaleza",E
27/05/2006,"PontePreta","Paraná",D
28/05/2006,"Fluminense","Flamengo",V
28/05/2006,"Goiás","SãoCaetano",V
28/05/2006,"Internacional","Cruzeiro",E
28/05/2006,"Palmeiras","Grêmio",D
28/05/2006,"SantaCRuz","Botafogo",E
28/05/2006,"Santos","Corinthians",V
28/05/2006,"Vasco","SãoPaulo",E
31/05/2006,"Cruzeiro","AtléticoPR",E
31/05/2006,"Flamengo","Palmeiras",V
31/05/2006,"Fortaleza","Vasco",E
31/05/2006,"Grêmio","Santos",V
31/05/2006,"Juventude","PontePreta",D
31/05/2006,"SãoCaetano","Internacional",E
31/05/2006,"SãoPaulo","Fluminense",V
31/05/2006,"Cruzeiro","AtléticoPR",E
31/05/2006,"Flamengo","Palmeiras",V
31/05/2006,"Fortaleza","Vasco",E
31/05/2006,"Grêmio","Santos",V
31/05/2006,"Juventude","PontePreta",D
31/05/2006,"SãoCaetano","Internacional",E
31/05/2006,"SãoPaulo","Fluminense",V
01/06/2006,"Botafogo","Figueirense",D
01/06/2006,"Corinthians","Goiás",D
01/06/2006,"Paraná","SantaCRuz",V
03/06/2006,"Fluminense","Internacional",D
03/06/2006,"Fortaleza","Cruzeiro",D
03/06/2006,"Grêmio","SãoCaetano",E
04/06/2006,"AtléticoPR","Palmeiras",V
04/06/2006,"Corinthians","Flamengo",D
04/06/2006,"Goiás","Paraná",D
04/06/2006,"Juventude","SãoPaulo",E
04/06/2006,"PontePreta","Figueirense",V
04/06/2006,"Santos","Botafogo",E
04/06/2006,"Vasco","SantaCRuz",V
12/07/2006,"AtléticoPR","Fortaleza",E
12/07/2006,"Cruzeiro","Corinthians",V
12/07/2006,"Figueirense","Santos",V
12/07/2006,"Fluminense","Juventude",V
12/07/2006,"Internacional","PontePreta",V
12/07/2006,"SãoCaetano","Botafogo",E
12/07/2006,"SãoPaulo","Grêmio",V
13/07/2006,"Flamengo","Paraná",D
13/07/2006,"Palmeiras","Vasco",V
13/07/2006,"SantaCRuz","Goiás",V
15/07/2006,"Botafogo","PontePreta",V
15/07/2006,"SãoPaulo","Figueirense",V
16/07/2006,"Cruzeiro","Goiás",E
16/07/2006,"Flamengo","Vasco",D
16/07/2006,"Fortaleza","SantaCRuz",D
16/07/2006,"Grêmio","Fluminense",E
16/07/2006,"Juventude","Internacional",V
16/07/2006,"Palmeiras","Corinthians",V
16/07/2006,"Paraná","AtléticoPR",V
16/07/2006,"SãoCaetano","Santos",V
22/07/2006,"Corinthians","Fortaleza",E
22/07/2006,"Figueirense","Grêmio",V
22/07/2006,"Fluminense","SãoCaetano",E
22/07/2006,"Paraná","Cruzeiro",V
23/07/2006,"Goiás","Palmeiras",D
23/07/2006,"Internacional","Botafogo",E
23/07/2006,"PontePreta","SãoPaulo",D
23/07/2006,"SantaCRuz","Flamengo",V
23/07/2006,"Santos","Juventude",V
23/07/2006,"Vasco","AtléticoPR",V
29/07/2006,"Juventude","Figueirense",V
29/07/2006,"Palmeiras","Paraná",V
29/07/2006,"SãoCaetano","PontePreta",E
30/07/2006,"AtléticoPR","Flamengo",V
30/07/2006,"Fluminense","Botafogo",E
30/07/2006,"Goiás","Fortaleza",E
30/07/2006,"Internacional","Grêmio",E
30/07/2006,"SantaCRuz","Corinthians",V
30/07/2006,"SãoPaulo","Santos",D
30/07/2006,"Vasco","Cruzeiro",V
05/08/2006,"Corinthians","AtléticoPR",V
05/08/2006,"Figueirense","SãoCaetano",E
05/08/2006,"Flamengo","Goiás",V
05/08/2006,"Grêmio","Juventude",V
06/08/2006,"Botafogo","SãoPaulo",E
06/08/2006,"Cruzeiro","SantaCRuz",E
06/08/2006,"Fortaleza","Palmeiras",E
06/08/2006,"Paraná","Vasco",V
06/08/2006,"PontePreta","Fluminense",V
06/08/2006,"Santos","Internacional",V
12/08/2006,"Corinthians","Figueirense",D
12/08/2006,"Flamengo","PontePreta",E
12/08/2006,"Juventude","Vasco",E
12/08/2006,"SãoCaetano","SantaCRuz",V
13/08/2006,"Botafogo","Palmeiras",D
13/08/2006,"Cruzeiro","Fluminense",D
13/08/2006,"Fortaleza","Internacional",D
13/08/2006,"Grêmio","AtléticoPR",V
13/08/2006,"Paraná","Santos",E
13/08/2006,"SãoPaulo","Goiás",V
16/08/2006,"Figueirense","Flamengo",E
16/08/2006,"Fluminense","Corinthians",D
16/08/2006,"Goiás","Botafogo",E
16/08/2006,"PontePreta","Fortaleza",D
16/08/2006,"SantaCRuz","Grêmio",D
16/08/2006,"Vasco","SãoCaetano",D
17/08/2006,"Santos","Cruzeiro",V
17/08/2006,"Palmeiras","Juventude",E
19/08/2006,"Flamengo","Grêmio",V
19/08/2006,"PontePreta","Goiás",V
20/08/2006,"Corinthians","Botafogo",V
20/08/2006,"Cruzeiro","SãoPaulo",E
20/08/2006,"Figueirense","AtléticoPR",E
20/08/2006,"Fluminense","SantaCRuz",E
20/08/2006,"Fortaleza","Juventude",V
20/08/2006,"Internacional","Palmeiras",E
20/08/2006,"Paraná","SãoCaetano",V
20/08/2006,"Santos","Vasco",D
23/08/2006,"Botafogo","Cruzeiro",V
23/08/2006,"Goiás","Internacional",E
23/08/2006,"Juventude","Corinthians",E
23/08/2006,"Palmeiras","Fluminense",V
23/08/2006,"SantaCRuz","Santos",E
23/08/2006,"SãoCaetano","Flamengo",E
23/08/2006,"AtléticoPR","PontePreta",V
24/08/2006,"Grêmio","Fortaleza",V
24/08/2006,"SãoPaulo","Paraná",V
24/08/2006,"Vasco","Figueirense",V
26/08/2006,"Cruzeiro","SãoCaetano",V
26/08/2006,"Fluminense","AtléticoPR",D
26/08/2006,"Santos","Goiás",V
27/08/2006,"Corinthians","Grêmio",D
27/08/2006,"Figueirense","SantaCRuz",V
27/08/2006,"Flamengo","SãoPaulo",E
27/08/2006,"Fortaleza","Botafogo",D
27/08/2006,"Internacional","Vasco",D
27/08/2006,"Paraná","Juventude",D
27/08/2006,"PontePreta","Palmeiras",E
30/08/2006,"AtléticoPR","Santos",V
30/08/2006,"Goiás","Fluminense",V
30/08/2006,"Grêmio","Cruzeiro",V
30/08/2006,"Juventude","Flamengo",V
30/08/2006,"Palmeiras","Figueirense",E
30/08/2006,"SantaCRuz","Internacional",D
30/08/2006,"SãoCaetano","Corinthians",D
31/08/2006,"Botafogo","Paraná",V
31/08/2006,"SãoPaulo","Fortaleza",E
31/08/2006,"Vasco","PontePreta",E
02/09/2006,"Cruzeiro","Figueirense",E
02/09/2006,"Flamengo","Internacional",D
03/09/2006,"AtléticoPR","Botafogo",D
03/09/2006,"Corinthians","PontePreta",V
03/09/2006,"Fluminense","Vasco",E
03/09/2006,"Goiás","Juventude",V
03/09/2006,"Grêmio","Paraná",V
03/09/2006,"SantaCRuz","SãoPaulo",D
03/09/2006,"Santos","Palmeiras",V
03/09/2006,"SãoCaetano","Fortaleza",E
09/09/2006,"Palmeiras","SãoCaetano",V
09/09/2006,"PontePreta","SantaCRuz",V
09/09/2006,"Vasco","Grêmio",E
10/09/2006,"Botafogo","Flamengo",D
10/09/2006,"Figueirense","Goiás",E
10/09/2006,"Fortaleza","Santos",E
10/09/2006,"Internacional","AtléticoPR",V
10/09/2006,"Juventude","Cruzeiro",V
10/09/2006,"Paraná","Fluminense",V
10/09/2006,"SãoPaulo","Corinthians",E
16/09/2006,"AtléticoPR","SantaCRuz",V
16/09/2006,"Corinthians","Paraná",V
16/09/2006,"Vasco","Goiás",E
17/09/2006,"Cruzeiro","Palmeiras",V
17/09/2006,"Fluminense","Figueirense",V
17/09/2006,"Fortaleza","Flamengo",D
17/09/2006,"Grêmio","Botafogo",V
17/09/2006,"Juventude","SãoCaetano",V
17/09/2006,"PontePreta","Santos",V
17/09/2006,"SãoPaulo","Internacional",V
20/09/2006,"Botafogo","Juventude",V
20/09/2006,"Corinthians","Vasco",E
20/09/2006,"Figueirense","Internacional",V
20/09/2006,"Goiás","AtléticoPR",E
20/09/2006,"Grêmio","PontePreta",V
20/09/2006,"Paraná","Fortaleza",V
20/09/2006,"Santos","Fluminense",E
20/09/2006,"SãoCaetano","SãoPaulo",D
21/09/2006,"Flamengo","Cruzeiro",V
21/09/2006,"SantaCRuz","Palmeiras",V
23/09/2006,"AtléticoPR","SãoCaetano",V
23/09/2006,"Fluminense","Fortaleza",D
24/09/2006,"Figueirense","Paraná",D
24/09/2006,"Goiás","Grêmio",V
24/09/2006,"Internacional","Corinthians",E
24/09/2006,"Palmeiras","SãoPaulo",V
24/09/2006,"PontePreta","Cruzeiro",D
24/09/2006,"SantaCRuz","Juventude",V
24/09/2006,"Santos","Flamengo",V
24/09/2006,"Vasco","Botafogo",E
30/09/2006,"AtléticoPR","SãoPaulo",E
30/09/2006,"Internacional","Paraná",V
04/10/2006,"Flamengo","Fluminense",V
04/10/2006,"Fortaleza","Figueirense",E
04/10/2006,"Grêmio","Palmeiras",V
04/10/2006,"Juventude","AtléticoPR",V
04/10/2006,"Paraná","PontePreta",V
04/10/2006,"SãoCaetano","Goiás",D
04/10/2006,"SãoPaulo","Vasco",V
05/10/2006,"Botafogo","SantaCRuz",V
05/10/2006,"Corinthians","Santos",D
05/10/2006,"Cruzeiro","Internacional",V
07/10/2006,"PontePreta","Juventude",V
07/10/2006,"Vasco","Fortaleza",V
07/10/2006,"Fluminense","SãoPaulo",D
08/10/2006,"AtléticoPR","Cruzeiro",E
08/10/2006,"Figueirense","Botafogo",V
08/10/2006,"Goiás","Corinthians",V
08/10/2006,"Internacional","SãoCaetano",V
08/10/2006,"Palmeiras","Flamengo",V
08/10/2006,"SantaCRuz","Paraná",D
08/10/2006,"Santos","Grêmio",V
14/10/2006,"Cruzeiro","Fortaleza",E
14/10/2006,"Botafogo","Santos",V
14/10/2006,"SãoCaetano","Grêmio",D
14/10/2006,"SãoPaulo","Juventude",V
15/10/2006,"Figueirense","PontePreta",V
15/10/2006,"Flamengo","Corinthians",V
15/10/2006,"Internacional","Fluminense",V
15/10/2006,"Palmeiras","AtléticoPR",E
15/10/2006,"Paraná","Goiás",V
15/10/2006,"SantaCRuz","Vasco",D
18/10/2006,"Vasco","Palmeiras",V
21/10/2006,"Goiás","SantaCRuz",V
21/10/2006,"PontePreta","Internacional",D
21/10/2006,"Santos","Figueirense",V
22/10/2006,"Botafogo","SãoCaetano",V
22/10/2006,"Corinthians","Cruzeiro",V
22/10/2006,"Fortaleza","AtléticoPR",D
22/10/2006,"Grêmio","SãoPaulo",E
22/10/2006,"Juventude","Fluminense",E
22/10/2006,"Paraná","Flamengo",D
25/10/2006,"Corinthians","Palmeiras",V
26/10/2006,"Fluminense","Grêmio",D
26/10/2006,"SantaCRuz","Fortaleza",D
26/10/2006,"Internacional","Juventude",V
26/10/2006,"Vasco","Flamengo",V
28/10/2006,"AtléticoPR","Paraná",V
28/10/2006,"Figueirense","SãoPaulo",D
28/10/2006,"Goiás","Cruzeiro",D
28/10/2006,"PontePreta","Botafogo",D
28/10/2006,"Santos","SãoCaetano",V
01/11/2006,"AtléticoPR","Vasco",V
01/11/2006,"Flamengo","SantaCRuz",E
01/11/2006,"Fortaleza","Corinthians",D
01/11/2006,"Grêmio","Figueirense",D
01/11/2006,"Juventude","Santos",V
01/11/2006,"Palmeiras","Goiás",D
01/11/2006,"SãoCaetano","Fluminense",E
02/11/2006,"Botafogo","Internacional",D
02/11/2006,"Cruzeiro","Paraná",E
02/11/2006,"SãoPaulo","PontePreta",E
04/11/2006,"Figueirense","Juventude",V
04/11/2006,"Flamengo","AtléticoPR",V
05/11/2006,"Botafogo","Fluminense",V
05/11/2006,"Corinthians","SantaCRuz",V
05/11/2006,"Cruzeiro","Vasco",V
05/11/2006,"Fortaleza","Goiás",D
05/11/2006,"Grêmio","Internacional",D
05/11/2006,"Paraná","Palmeiras",V
05/11/2006,"PontePreta","SãoCaetano",D
05/11/2006,"Santos","SãoPaulo",D
08/11/2006,"AtléticoPR","Corinthians",D
08/11/2006,"Goiás","Flamengo",D
08/11/2006,"Internacional","Santos",E
08/11/2006,"Juventude","Grêmio",D
08/11/2006,"Palmeiras","Fortaleza",V
08/11/2006,"SãoCaetano","Figueirense",V
08/11/2006,"Vasco","Paraná",V
09/11/2006,"Fluminense","PontePreta",E
09/11/2006,"SantaCRuz","Cruzeiro",V
09/11/2006,"SãoPaulo","Botafogo",V
11/11/2006,"Internacional","Fortaleza",V
11/11/2006,"Santos","Paraná",V
11/11/2006,"Vasco","Juventude",E
12/11/2006,"AtléticoPR","Grêmio",D
12/11/2006,"Figueirense","Corinthians",E
12/11/2006,"Fluminense","Cruzeiro",V
12/11/2006,"Goiás","SãoPaulo",D
12/11/2006,"Palmeiras","Botafogo",V
12/11/2006,"PontePreta","Flamengo",V
12/11/2006,"SantaCRuz","SãoCaetano",D
18/11/2006,"Corinthians","Fluminense",E
18/11/2006,"Flamengo","Figueirense",D
18/11/2006,"Grêmio","SantaCRuz",V
19/11/2006,"Botafogo","Goiás",E
19/11/2006,"Cruzeiro","Santos",E
19/11/2006,"Fortaleza","PontePreta",V
19/11/2006,"Juventude","Palmeiras",V
19/11/2006,"Paraná","Internacional",V
19/11/2006,"SãoCaetano","Vasco",D
19/11/2006,"SãoPaulo","AtléticoPR",E
26/11/2006,"AtléticoPR","Figueirense",D
26/11/2006,"Botafogo","Corinthians",E
26/11/2006,"Goiás","PontePreta",V
26/11/2006,"Grêmio","Flamengo",V
26/11/2006,"Juventude","Fortaleza",E
26/11/2006,"Palmeiras","Internacional",D
26/11/2006,"SantaCRuz","Fluminense",D
26/11/2006,"SãoCaetano","Paraná",D
26/11/2006,"SãoPaulo","Cruzeiro",V
26/11/2006,"Vasco","Santos",E
02/12/2006,"Internacional","Goiás",D
02/12/2006,"Flamengo","SãoCaetano",V
03/12/2006,"Fluminense","Palmeiras",E
03/12/2006,"Figueirense","Vasco",E
03/12/2006,"Santos","SantaCRuz",V
03/12/2006,"PontePreta","AtléticoPR",E
03/12/2006,"Paraná","SãoPaulo",E
03/12/2006,"Cruzeiro","Botafogo",V
03/12/2006,"Fortaleza","Grêmio",V
12/05/2007,"Figueirense","AtléticoPR",D
12/05/2007,"Fluminense","Cruzeiro",E
12/05/2007,"SãoPaulo","Goiás",V
13/05/2007,"AtléticoMG","Náutico",V
13/05/2007,"Internacional","Botafogo",D
13/05/2007,"Flamengo","Palmeiras",D
13/05/2007,"Paraná","Grêmio",V
13/05/2007,"AméricaRN","Vasco",D
13/05/2007,"Corinthians","Juventude",V
13/05/2007,"Sport","Santos",V
19/05/2007,"Juventude","Paraná",D
19/05/2007,"AtléticoPR","Internacional",V
19/05/2007,"Santos","AméricaRN",D
20/05/2007,"Goiás","Flamengo",D
20/05/2007,"Botafogo","AtléticoMG",V
20/05/2007,"Cruzeiro","Corinthians",D
20/05/2007,"Palmeiras","Figueirense",V
20/05/2007,"Vasco","Sport",V
20/05/2007,"Náutico","SãoPaulo",V
20/05/2007,"Grêmio","Fluminense",V
26/05/2007,"AméricaRN","Figueirense",D
26/05/2007,"Corinthians","AtléticoMG",E
26/05/2007,"Fluminense","Internacional",V
27/05/2007,"AtléticoPR","Santos",D
27/05/2007,"Náutico","Vasco",E
27/05/2007,"Grêmio","Sport",V
27/05/2007,"SãoPaulo","Palmeiras",E
27/05/2007,"Flamengo","Botafogo",E
27/05/2007,"Cruzeiro","Paraná",D
27/05/2007,"Goiás","Juventude",V
02/06/2007,"Figueirense","Goiás",V
02/06/2007,"Botafogo","Grêmio",V
02/06/2007,"AtléticoMG","AtléticoPR",E
03/06/2007,"Palmeiras","Cruzeiro",D
03/06/2007,"Sport","Flamengo",E
03/06/2007,"Santos","Corinthians",E
03/06/2007,"Juventude","AméricaRN",V
03/06/2007,"Vasco","Fluminense",E
03/06/2007,"Paraná","SãoPaulo",D
04/06/2007,"Internacional","Náutico",V
09/06/2007,"Náutico","Paraná",E
09/06/2007,"Palmeiras","Botafogo",E
09/06/2007,"Vasco","Grêmio",V
10/06/2007,"AméricaRN","Corinthians",D
10/06/2007,"Fluminense","Sport",V
10/06/2007,"Figueirense","Flamengo",V
10/06/2007,"AtléticoPR","Goiás",D
10/06/2007,"Cruzeiro","Juventude",D
10/06/2007,"SãoPaulo","AtléticoMG",D
10/06/2007,"Internacional","Santos",V
14/06/2007,"Botafogo","Vasco",V
16/06/2007,"Grêmio","Cruzeiro",D
16/06/2007,"Corinthians","Paraná",E
16/06/2007,"Flamengo","Internacional",E
17/06/2007,"Goiás","Palmeiras",V
17/06/2007,"AtléticoMG","Figueirense",V
17/06/2007,"SãoPaulo","Vasco",V
17/06/2007,"AtléticoPR","Fluminense",E
17/06/2007,"Sport","AméricaRN",E
17/06/2007,"Botafogo","Náutico",V
17/06/2007,"Juventude","Santos",D
23/06/2007,"Juventude","Figueirense",E
23/06/2007,"Paraná","Sport",V
24/06/2007,"Náutico","Goiás",D
24/06/2007,"Palmeiras","AtléticoPR",D
24/06/2007,"AméricaRN","Fluminense",D
24/06/2007,"Santos","SãoPaulo",D
24/06/2007,"Cruzeiro","AtléticoMG",V
24/06/2007,"Internacional","Grêmio",D
28/06/2007,"Sport","Náutico",V
28/06/2007,"Figueirense","SãoPaulo",E
30/06/2007,"AméricaRN","Goiás",D
30/06/2007,"Cruzeiro","Vasco",V
30/06/2007,"Santos","Grêmio",E
30/06/2007,"Fluminense","Botafogo",D
30/06/2007,"Paraná","AtléticoPR",E
30/06/2007,"Internacional","AtléticoMG",E
30/06/2007,"Corinthians","Palmeiras",D
03/07/2007,"Figueirense","Cruzeiro",V
03/07/2007,"Palmeiras","AméricaRN",V
03/07/2007,"AtléticoPR","Náutico",E
03/07/2007,"Grêmio","Juventude",V
03/07/2007,"Fluminense","Paraná",E
03/07/2007,"SãoPaulo","Internacional",V
03/07/2007,"Goiás","Botafogo",E
04/07/2007,"Sport","Corinthians",V
04/07/2007,"AtléticoMG","Flamengo",E
04/07/2007,"Vasco","Santos",V
06/07/2007,"Paraná","AméricaRN",D
07/07/2007,"Botafogo","AtléticoPR",V
07/07/2007,"Corinthians","Fluminense",E
07/07/2007,"Santos","Cruzeiro",V
07/07/2007,"SãoPaulo","Flamengo",E
07/07/2007,"AtléticoMG","Grêmio",D
07/07/2007,"Goiás","Sport",V
07/07/2007,"Internacional","Figueirense",V
07/07/2007,"Náutico","Palmeiras",D
07/07/2007,"Juventude","Vasco",V
12/07/2007,"Paraná","Figueirense",D
12/07/2007,"Juventude","Náutico",E
12/07/2007,"Vasco","AtléticoPR",V
14/07/2007,"Sport","AtléticoMG",V
14/07/2007,"Santos","Botafogo",V
14/07/2007,"Grêmio","Palmeiras",E
14/07/2007,"AméricaRN","Internacional",D
14/07/2007,"Cruzeiro","Goiás",V
14/07/2007,"Corinthians","SãoPaulo",E
18/07/2007,"Figueirense","Sport",D
18/07/2007,"AtléticoPR","Juventude",V
18/07/2007,"AtléticoMG","AméricaRN",V
18/07/2007,"Náutico","Cruzeiro",D
18/07/2007,"SãoPaulo","Fluminense",D
18/07/2007,"Internacional","Corinthians",V
19/07/2007,"Palmeiras","Santos",E
19/07/2007,"Goiás","Grêmio",E
19/07/2007,"Flamengo","Paraná",D
21/07/2007,"AméricaRN","AtléticoPR",V
21/07/2007,"Juventude","Internacional",V
21/07/2007,"Vasco","AtléticoMG",V
22/07/2007,"Corinthians","Náutico",D
22/07/2007,"Cruzeiro","SãoPaulo",D
22/07/2007,"Grêmio","Flamengo",V
22/07/2007,"Fluminense","Goiás",V
22/07/2007,"Santos","Figueirense",V
22/07/2007,"Paraná","Palmeiras",V
22/07/2007,"Sport","Botafogo",E
25/07/2007,"AtléticoPR","Cruzeiro",E
25/07/2007,"Goiás","Santos",V
25/07/2007,"Náutico","Grêmio",D
25/07/2007,"Flamengo","AméricaRN",V
25/07/2007,"Palmeiras","Vasco",V
25/07/2007,"Figueirense","Corinthians",E
25/07/2007,"Internacional","Paraná",V
26/07/2007,"Botafogo","Juventude",V
26/07/2007,"AtléticoMG","Fluminense",V
26/07/2007,"SãoPaulo","Sport",V
28/07/2007,"Santos","Náutico",D
28/07/2007,"Grêmio","AtléticoPR",E
28/07/2007,"Vasco","Goiás",V
29/07/2007,"Corinthians","Flamengo",E
29/07/2007,"Sport","Internacional",D
29/07/2007,"Juventude","Palmeiras",E
29/07/2007,"Paraná","AtléticoMG",D
29/07/2007,"Fluminense","Figueirense",E
29/07/2007,"AméricaRN","SãoPaulo",D
29/07/2007,"Cruzeiro","Botafogo",V
01/08/2007,"Goiás","Paraná",V
01/08/2007,"Náutico","Fluminense",E
01/08/2007,"Palmeiras","Sport",D
01/08/2007,"Botafogo","AméricaRN",V
01/08/2007,"AtléticoPR","Corinthians",E
01/08/2007,"AtléticoMG","Santos",D
01/08/2007,"Internacional","Vasco",D
02/08/2007,"Figueirense","Grêmio",V
02/08/2007,"SãoPaulo","Juventude",V
04/08/2007,"Corinthians","Goiás",V
04/08/2007,"AméricaRN","Náutico",D
04/08/2007,"Sport","AtléticoPR",V
05/08/2007,"Fluminense","Palmeiras",D
05/08/2007,"Cruzeiro","Internacional",V
05/08/2007,"Santos","Flamengo",V
05/08/2007,"Juventude","AtléticoMG",D
05/08/2007,"Vasco","Figueirense",E
05/08/2007,"Paraná","Botafogo",E
05/08/2007,"Grêmio","SãoPaulo",D
08/08/2007,"Cruzeiro","Sport",V
08/08/2007,"Juventude","Fluminense",E
08/08/2007,"Botafogo","SãoPaulo",D
08/08/2007,"Náutico","Figueirense",V
08/08/2007,"AtléticoPR","Flamengo",V
08/08/2007,"Goiás","AtléticoMG",V
09/08/2007,"Vasco","Corinthians",V
09/08/2007,"Grêmio","AméricaRN",V
09/08/2007,"Palmeiras","Internacional",E
09/08/2007,"Santos","Paraná",V
11/08/2007,"Sport","Juventude",V
11/08/2007,"SãoPaulo","AtléticoPR",V
11/08/2007,"Flamengo","Náutico",V
12/08/2007,"Corinthians","Grêmio",V
12/08/2007,"AtléticoMG","Palmeiras",D
12/08/2007,"Figueirense","Botafogo",E
12/08/2007,"Internacional","Goiás",V
12/08/2007,"AméricaRN","Cruzeiro",D
12/08/2007,"Paraná","Vasco",E
12/08/2007,"Fluminense","Santos",V
15/08/2007,"Botafogo","Corinthians",D
16/08/2007,"Fluminense","Flamengo",D
18/08/2007,"AtléticoPR","Figueirense",E
18/08/2007,"Santos","Sport",V
18/08/2007,"Grêmio","Paraná",V
19/08/2007,"Palmeiras","Flamengo",V
19/08/2007,"Goiás","SãoPaulo",E
19/08/2007,"Botafogo","Internacional",E
19/08/2007,"Náutico","AtléticoMG",D
19/08/2007,"Cruzeiro","Fluminense",V
19/08/2007,"Juventude","Corinthians",E
19/08/2007,"Vasco","AméricaRN",V
23/08/2007,"Flamengo","Juventude",V
26/08/2007,"Corinthians","Cruzeiro",D
26/08/2007,"Fluminense","Grêmio",E
26/08/2007,"Internacional","AtléticoPR",V
26/08/2007,"Paraná","Juventude",V
26/08/2007,"AméricaRN","Santos",D
26/08/2007,"Sport","Vasco",E
26/08/2007,"AtléticoMG","Botafogo",D
26/08/2007,"SãoPaulo","Náutico",V
26/08/2007,"Figueirense","Palmeiras",D
26/08/2007,"Flamengo","Goiás",V
29/08/2007,"Palmeiras","SãoPaulo",D
29/08/2007,"Paraná","Cruzeiro",E
29/08/2007,"Juventude","Goiás",V
