time1,time2,r1c,r1f,r2c,r2f,result
"Botafogo","Santos",0.533333,0.4,0.466667,0.533333,E
"Cruzeiro","Paraná",0.666667,0.466667,0.666667,0.733333,D
"Goiás","Flamengo",0.8,0.666667,0.533333,0.2,V
"SãoCaetano","Cruzeiro",0.333333,0.666667,0.666667,0.6,D
"AtléticoMG","Juventude",0.333333,0.2,0.6,0.266667,V
"AtléticoPR","SãoPaulo",1,0.266667,0.466667,0.133333,V
"Corinthians","Goiás",0.666667,0.666667,0.8,0.533333,E
"Santos","Figueirense",0.466667,0.533333,0.4,0.2,V
"Internacional","Coritiba",0.266667,0.533333,0.533333,0.333333,V
"Paraná","Vasco",0.533333,0.733333,0.6,0.466667,E
"Fortaleza","Botafogo",0.8,0.2,0.533333,0.4,V
"Flamengo","Paysandu",0.533333,0.2,0.2,0.133333,V
"Fluminense","Palmeiras",0.533333,0.266667,0.666667,0.6,E
"Brasiliense","PontePreta",0.4,0.466667,0.466667,0.2,V
"SãoPaulo","Fluminense",0.333333,0.133333,0.533333,0.333333,E
"Juventude","Corinthians",0.6,0.266667,0.666667,0.466667,V
"PontePreta","AtléticoPR",0.266667,0.2,1,0.266667,D
"Paysandu","Santos",0.2,0.133333,0.466667,0.533333,D
"Vasco","Brasiliense",0.8,0.466667,0.4,0.266667,V
"Cruzeiro","Flamengo",0.666667,0.6,0.533333,0.266667,E
"Palmeiras","SãoCaetano",0.866667,0.6,0.333333,0.466667,V
"Goiás","Paraná",0.866667,0.533333,0.533333,0.733333,E
"Coritiba","Fortaleza",0.733333,0.333333,0.8,0,V
"Figueirense","AtléticoMG",0.4,0.2,0.333333,0.2,D
"Botafogo","Internacional",0.333333,0.4,0.266667,0.533333,D
"SãoCaetano","Goiás",0.266667,0.466667,0.866667,0.533333,D
"AtléticoPR","Juventude",0.866667,0.266667,0.6,0.133333,E
"Brasiliense","Palmeiras",0.533333,0.266667,0.866667,0.4,V
"Corinthians","Botafogo",0.533333,0.466667,0.333333,0.266667,E
"Santos","Coritiba",0.666667,0.533333,0.733333,0.266667,V
"AtléticoMG","PontePreta",0.533333,0.2,0.266667,0.2,V
"Internacional","Cruzeiro",0.466667,0.533333,0.666667,0.4,V
"Paraná","SãoPaulo",0.533333,0.733333,0.333333,0.266667,D
"Fortaleza","Vasco",1,0,0.8,0.266667,V
"Flamengo","Figueirense",0.6,0.266667,0.4,0.266667,E
"Fluminense","Paysandu",0.733333,0.333333,0.2,0.133333,V
"AtléticoPR","Santos",0.733333,0.266667,0.666667,0.6,E
"Botafogo","Vasco",0.333333,0.266667,0.8,0.333333,E
"Brasiliense","AtléticoMG",0.466667,0.266667,0.533333,0.4,D
"Cruzeiro","Fluminense",0.466667,0.4,0.733333,0.533333,D
"Figueirense","Goiás",0.533333,0.266667,0.866667,0.466667,V
"Fortaleza","SãoCaetano",1,0,0.266667,0.266667,V
"Juventude","Paraná",0.8,0.133333,0.533333,0.533333,V
"Paysandu","PontePreta",0.266667,0.133333,0.266667,0.0666667,E
"SãoPaulo","Corinthians",0.533333,0.266667,0.533333,0.266667,V
"Flamengo","Internacional",0.6,0.266667,0.466667,0.4,E
"Palmeiras","Coritiba",0.733333,0.4,0.733333,0.266667,E
"SãoCaetano","Paysandu",0.266667,0.266667,0.266667,0.266667,D
"Fluminense","Brasiliense",0.866667,0.533333,0.466667,0.2,V
"Goiás","Cruzeiro",0.866667,0.466667,0.466667,0.4,V
"AtléticoMG","Botafogo",0.466667,0.4,0.333333,0.266667,D
"Corinthians","AtléticoPR",0.533333,0.266667,0.733333,0.266667,V
"Coritiba","SãoPaulo",0.533333,0.266667,0.533333,0.4,D
"Internacional","Figueirense",0.666667,0.4,0.533333,0.0666667,V
"Paraná","Palmeiras",0.333333,0.533333,0.733333,0.533333,D
"PontePreta","Fortaleza",0.266667,0.0666667,1,0,V
"Santos","Flamengo",0.733333,0.6,0.6,0.333333,E
"Vasco","Juventude",1,0.333333,0.8,0.133333,V
"Flamengo","SãoCaetano",0.6,0.333333,0.266667,0.266667,V
"Palmeiras","Cruzeiro",0.866667,0.533333,0.466667,0.2,V
"Paysandu","Juventude",0.466667,0.266667,0.8,0.0666667,V
"PontePreta","Paraná",0.4,0.0666667,0.333333,0.333333,V
"AtléticoMG","Santos",0.6,0.4,0.733333,0.4,V
"Botafogo","Goiás",0.533333,0.266667,0.866667,0.466667,V
"Brasiliense","Fortaleza",0.466667,0.2,1,0.2,D
"Coritiba","Fluminense",0.533333,0.266667,0.866667,0.533333,E
"Figueirense","Corinthians",0.466667,0.0666667,0.533333,0.466667,D
"Internacional","AtléticoPR",0.866667,0.4,0.733333,0.2,V
"SãoPaulo","Vasco",0.666667,0.4,1,0.333333,V
"Cruzeiro","SãoPaulo",0.266667,0.2,0.666667,0.6,D
"Fluminense","Flamengo",0.733333,0.533333,0.6,0.2,E
"Fortaleza","Internacional",0.8,0.2,0.866667,0.533333,D
"Goiás","Paysandu",0.866667,0.466667,0.466667,0.2,V
"Paraná","Brasiliense",0.333333,0.333333,0.466667,0.133333,V
"Santos","Palmeiras",0.733333,0.4,0.866667,0.466667,V
"SãoCaetano","Figueirense",0.2,0.266667,0.466667,0.266667,D
"AtléticoPR","Botafogo",0.733333,0.2,0.533333,0.266667,V
"Corinthians","AtléticoMG",0.4,0.466667,0.6,0.466667,E
"Juventude","Coritiba",0.666667,0.0666667,0.533333,0.333333,E
"Vasco","PontePreta",0.866667,0.333333,0.4,0.133333,E
"Fortaleza","Paraná",0.666667,0.2,0.333333,0.333333,E
"Brasiliense","SãoCaetano",0.466667,0.133333,0.2,0.133333,E
"SãoPaulo","Paysandu",0.866667,0.6,0.466667,0.2,V
"AtléticoMG","Internacional",0.666667,0.466667,0.866667,0.533333,E
"Coritiba","Vasco",0.533333,0.333333,0.866667,0.133333,V
"Figueirense","AtléticoPR",0.466667,0.266667,0.733333,0.2,V
"Flamengo","Corinthians",0.533333,0.2,0.4,0.6,D
"Fluminense","Santos",0.733333,0.533333,0.733333,0.333333,V
"Juventude","Botafogo",0.733333,0.0666667,0.533333,0.333333,E
"Palmeiras","Goiás",0.866667,0.466667,0.866667,0.266667,V
"PontePreta","Cruzeiro",0.4,0.133333,0.266667,0.4,D
"Cruzeiro","Juventude",0.266667,0.4,0.733333,0.0666667,V
"Goiás","PontePreta",0.866667,0.266667,0.4,0.133333,V
"Paraná","Coritiba",0.466667,0.333333,0.533333,0.133333,V
"Paysandu","Figueirense",0.666667,0.2,0.466667,0.266667,V
"Santos","Fortaleza",0.733333,0.333333,0.666667,0.266667,E
"SãoCaetano","AtléticoMG",0.2,0.133333,0.666667,0.466667,V
"AtléticoPR","Flamengo",0.733333,0.2,0.533333,0.2,V
"Botafogo","SãoPaulo",0.4,0.333333,0.866667,0.666667,E
"Corinthians","Brasiliense",0.6,0.6,0.466667,0.0666667,V
"Internacional","Fluminense",0.866667,0.533333,0.733333,0.4,E
"Vasco","Palmeiras",0.733333,0.133333,0.866667,0.333333,E
"AtléticoMG","Paraná",0.466667,0.466667,0.466667,0.333333,D
"Coritiba","Goiás",0.466667,0.133333,0.866667,0.4,D
"PontePreta","Juventude",0.6,0.133333,0.733333,0.0666667,V
"Santos","SãoCaetano",0.733333,0.333333,0.2,0.0666667,V
"Brasiliense","Flamengo",0.266667,0.0666667,0.533333,0.4,D
"Figueirense","Botafogo",0.6,0.266667,0.4,0.333333,V
"Fluminense","Corinthians",0.666667,0.4,0.6,0.6,D
"Fortaleza","AtléticoPR",0.466667,0.266667,0.733333,0.4,D
"Internacional","SãoPaulo",0.866667,0.533333,0.866667,0.666667,V
"Palmeiras","Paysandu",0.866667,0.333333,0.666667,0.2,V
"Vasco","Cruzeiro",0.6,0.133333,0.266667,0.266667,E
"Botafogo","Palmeiras",0.333333,0.333333,0.866667,0.466667,D
"Corinthians","Fortaleza",0.733333,0.6,0.466667,0.266667,V
"Cruzeiro","Figueirense",0.466667,0.266667,0.6,0.266667,V
"Goiás","Vasco",0.866667,0.4,0.6,0.0666667,V
"Juventude","Santos",0.733333,0.0666667,0.733333,0.266667,V
"Paraná","Fluminense",0.6,0.333333,0.666667,0.4,V
"AtléticoPR","Brasiliense",0.733333,0.4,0.266667,0,V
"Flamengo","AtléticoMG",0.333333,0.4,0.466667,0.666667,D
"Paysandu","Coritiba",0.666667,0.2,0.466667,0.133333,V
"SãoCaetano","Internacional",0.266667,0.0666667,0.866667,0.6,E
"SãoPaulo","PontePreta",0.866667,0.666667,0.6,0.133333,V
"Cruzeiro","Botafogo",0.466667,0.266667,0.333333,0.333333,E
"Juventude","Fluminense",0.533333,0.0666667,0.666667,0.533333,D
"Vasco","Figueirense",0.466667,0.0666667,0.6,0.266667,E
"Santos","Corinthians",0.533333,0.266667,0.733333,0.8,D
"Brasiliense","Juventude",0.266667,0,0.533333,0,V
"Coritiba","AtléticoPR",0.266667,0.133333,0.733333,0.4,D
"Figueirense","Paraná",0.8,0.266667,0.6,0.266667,V
"Fluminense","Botafogo",0.666667,0.533333,0.333333,0.133333,V
"Fortaleza","Paysandu",0.266667,0.266667,0.666667,0.4,D
"AtléticoMG","Cruzeiro",0.266667,0.666667,0.466667,0.466667,D
"Flamengo","SãoPaulo",0.266667,0.4,0.866667,0.666667,D
"Internacional","Vasco",0.866667,0.6,0.466667,0.0666667,V
"Palmeiras","Corinthians",0.733333,0.466667,0.733333,0.866667,E
"PontePreta","SãoCaetano",0.6,0.133333,0.266667,0.266667,D
"Santos","Goiás",0.533333,0.266667,0.866667,0.266667,E
"Juventude","Figueirense",0.4,0,0.8,0.333333,E
"Paysandu","Cruzeiro",0.866667,0.4,0.466667,0.466667,V
"PontePreta","SãoPaulo",0.6,0.133333,0.866667,0.466667,V
"Vasco","Botafogo",0.466667,0.0666667,0.333333,0.133333,V
"Brasiliense","Goiás",0.266667,0,0.866667,0.466667,D
"SãoCaetano","Fluminense",0.333333,0.266667,0.666667,0.4,E
"AtléticoPR","AtléticoMG",0.866667,0.4,0.266667,0.466667,V
"Botafogo","Coritiba",0.533333,0.133333,0.266667,0.133333,V
"Corinthians","Paraná",0.866667,0.866667,0.6,0.266667,V
"Cruzeiro","Paysandu",0.666667,0.466667,0.866667,0.2,V
"Figueirense","PontePreta",0.8,0.333333,0.6,0.133333,V
"Fortaleza","Palmeiras",0.133333,0.266667,0.733333,0.533333,E
"Juventude","Internacional",0.533333,0,0.866667,0.4,V
"SãoPaulo","Santos",0.8,0.466667,0.533333,0.266667,D
"Vasco","Flamengo",0.6,0.0666667,0.266667,0.333333,V
"Fluminense","Brasiliense",0.533333,0.4,0.266667,0.0666667,E
"SãoPaulo","Corinthians",0.666667,0.466667,0.866667,0.733333,E
"Coritiba","Cruzeiro",0.266667,0.133333,0.666667,0.666667,D
"Goiás","Internacional",0.8,0.466667,0.866667,0.533333,D
"AtléticoMG","Fortaleza",0.266667,0.466667,0.133333,0.466667,D
"Juventude","Flamengo",0.533333,0,0.266667,0.333333,E
"Palmeiras","Figueirense",0.733333,0.533333,0.8,0.2,E
"Vasco","Santos",0.533333,0.0666667,0.533333,0.4,D
"Fluminense","AtléticoPR",0.666667,0.4,0.866667,0.4,V
"Paysandu","Corinthians",0.8,0.2,0.866667,0.733333,D
"PontePreta","Botafogo",0.4,0.133333,0.533333,0.266667,D
"SãoPaulo","Brasiliense",0.466667,0.466667,0.266667,0.266667,D
"Internacional","Coritiba",0.866667,0.533333,0.266667,0.0666667,V
"Paraná","SãoCaetano",0.6,0.266667,0.333333,0.466667,D
"Figueirense","Juventude",1,0.2,0.533333,0,V
"Fortaleza","Goiás",0.2,0.466667,0.8,0.533333,E
"AtléticoMG","Palmeiras",0.0666667,0.466667,0.733333,0.533333,D
"AtléticoPR","Paraná",1,0.4,0.6,0.266667,V
"Brasiliense","Botafogo",0.333333,0.266667,0.533333,0.333333,E
"Corinthians","Vasco",0.733333,0.733333,0.533333,0.0666667,E
"Fluminense","PontePreta",0.666667,0.4,0.4,0.0666667,V
"Santos","Cruzeiro",0.333333,0.4,0.666667,0.666667,D
"SãoCaetano","SãoPaulo",0.333333,0.466667,0.466667,0.466667,D
"Flamengo","Coritiba",0.4,0.333333,0.266667,0,V
"Internacional","Paysandu",0.866667,0.533333,0.8,0.2,V
"Cruzeiro","Corinthians",0.866667,0.666667,0.733333,0.533333,V
"Goiás","Fluminense",0.6,0.533333,0.666667,0.533333,D
"Juventude","Fortaleza",0.533333,0,0.2,0.466667,V
"PontePreta","Santos",0.6,0.0666667,0.333333,0.4,V
"SãoPaulo","AtléticoMG",0.333333,0.466667,0.0666667,0.333333,E
"Botafogo","SãoCaetano",0.666667,0.333333,0.333333,0.466667,V
"Coritiba","Figueirense",0.4,0,1,0.2,V
"Palmeiras","Flamengo",0.533333,0.533333,0.4,0.466667,D
"Paraná","Internacional",0.8,0.266667,0.866667,0.333333,V
"Paysandu","Brasiliense",0.8,0.2,0.333333,0.266667,V
"Vasco","AtléticoPR",0.666667,0.0666667,1,0.4,V
"Fortaleza","Cruzeiro",0.333333,0.466667,0.866667,0.6,V
"SãoPaulo","Juventude",0.333333,0.466667,0.533333,0,V
"AtléticoMG","Goiás",0,0.333333,0.6,0.733333,D
"AtléticoPR","Palmeiras",1,0.4,0.533333,0.533333,V
"Brasiliense","Coritiba",0.333333,0.266667,0.4,0.0666667,E
"Corinthians","Santos",0.866667,0.533333,0.333333,0.4,V
"Flamengo","Botafogo",0.4,0.466667,0.666667,0.266667,V
"Fluminense","Figueirense",0.866667,0.533333,1,0.2,V
"Internacional","PontePreta",1,0.333333,0.6,0,V
"Paraná","Paysandu",0.8,0.266667,0.8,0.2,V
"SãoCaetano","Vasco",0.333333,0.466667,0.666667,0.266667,D
"Palmeiras","SãoPaulo",0.533333,0.533333,0.333333,0.4,V
"Botafogo","Paraná",0.666667,0.266667,0.8,0.2,V
"Figueirense","Fortaleza",1,0.2,0.333333,0.266667,V
"Paysandu","AtléticoMG",0.6,0.2,0,0.466667,D
"Juventude","SãoCaetano",0.733333,0,0.333333,0.4,V
"Santos","Internacional",0.266667,0.4,1,0.466667,D
"Vasco","Fluminense",0.8,0.266667,0.866667,0.466667,V
"PontePreta","Flamengo",0.466667,0,0.4,0.533333,E
"Coritiba","Corinthians",0.2,0.0666667,0.866667,0.533333,D
"Cruzeiro","Brasiliense",0.866667,0.6,0.333333,0.266667,V
"Goiás","AtléticoPR",0.6,0.733333,1,0.4,V
"Figueirense","Vasco",1,0.2,0.8,0.266667,V
"Goiás","SãoPaulo",0.6,0.733333,0.333333,0.4,V
"Santos","Paraná",0.133333,0.4,0.8,0.0666667,E
"Palmeiras","Juventude",0.533333,0.533333,0.733333,0,V
"Flamengo","Fortaleza",0.6,0.533333,0.333333,0.2,V
"SãoCaetano","Corinthians",0.333333,0.4,0.866667,0.466667,V
"Internacional","Brasiliense",1,0.466667,0.333333,0.266667,V
"Coritiba","PontePreta",0.4,0.0666667,0.466667,0,V
"Paysandu","Botafogo",0.6,0.2,0.666667,0.266667,V
"Cruzeiro","AtléticoPR",0.666667,0.6,1,0.4,D
"Fluminense","AtléticoMG",0.666667,0.466667,0,0.666667,D
"Brasiliense","Santos",0.533333,0.266667,0.133333,0.4,V
"Juventude","Goiás",0.866667,0,0.6,0.533333,V
"SãoPaulo","Figueirense",0.533333,0.4,1,0.133333,V
"AtléticoPR","SãoCaetano",0.866667,0.4,0.333333,0.466667,E
"Vasco","Paysandu",0.8,0.266667,0.6,0.2,V
"PontePreta","Palmeiras",0.466667,0,0.533333,0.666667,D
"Corinthians","Internacional",0.733333,0.466667,1,0.466667,E
"Fortaleza","Fluminense",0.533333,0.2,0.666667,0.466667,V
"Paraná","Flamengo",0.6,0.0666667,0.6,0.533333,D
"Botafogo","Cruzeiro",0.8,0.266667,0.666667,0.4,V
"AtléticoMG","Coritiba",0.2,0.666667,0.4,0.0666667,V
"AtléticoMG","Vasco",0.266667,0.666667,0.8,0.333333,E
"AtléticoPR","Paysandu",0.866667,0.4,0.6,0,V
"Brasiliense","Figueirense",0.333333,0.266667,1,0.266667,D
"Corinthians","PontePreta",0.733333,0.466667,0.466667,0,V
"Flamengo","Goiás",0.666667,0.533333,0.6,0.533333,E
"Fluminense","Juventude",0.6,0.466667,0.866667,0.2,D
"Fortaleza","SãoPaulo",0.733333,0.2,0.533333,0.2,V
"Internacional","Palmeiras",1,0.466667,0.533333,0.466667,V
"Paraná","Cruzeiro",0.6,0.0666667,0.666667,0.4,V
"Santos","Botafogo",0.333333,0.4,0.8,0.266667,V
"SãoCaetano","Coritiba",0.333333,0.466667,0.4,0.133333,E
"SãoPaulo","AtléticoPR",0.666667,0.2,0.866667,0.2,V
"Juventude","AtléticoMG",0.666667,0.2,0.266667,0.666667,D
"Figueirense","Santos",1,0.266667,0.333333,0.2,V
"PontePreta","Brasiliense",0.466667,0,0.333333,0.2,V
"Paysandu","Flamengo",0.4,0,0.666667,0.733333,D
"Vasco","Paraná",0.8,0.333333,0.6,0.0666667,V
"Coritiba","Internacional",0.6,0.133333,1,0.466667,V
"Botafogo","Fortaleza",1,0.266667,0.733333,0.2,V
"Cruzeiro","SãoCaetano",0.6,0.4,0.333333,0.466667,D
"Palmeiras","Fluminense",0.666667,0.466667,0.6,0.266667,V
"Juventude","Paraná",0.2,0,0,0,V
"Vasco","Internacional",0.0666667,0,0,0.0666667,E
"Palmeiras","PontePreta",0,0,0,0.2,D
"AtléticoPR","Fluminense",0,0,0,0.2,D
"Botafogo","Fortaleza",0.2,0,0,0,V
"Goiás","Santos",0.0666667,0,0,0.0666667,E
"Grêmio","Corinthians",0.2,0,0,0,V
"SantaCRuz","Figueirense",0.0666667,0,0,0.0666667,E
"SãoCaetano","Cruzeiro",0.2,0,0,0,V
"SãoPaulo","Flamengo",0.2,0,0,0,V
"Corinthians","SãoCaetano",0.2,0,0.2,0,V
"Figueirense","Palmeiras",0.2,0.0666667,0,0,V
"Fluminense","Goiás",0.2,0.2,0.0666667,0,V
"Cruzeiro","Grêmio",0.2,0,0.2,0,V
"Flamengo","Juventude",0.2,0,0.2,0,V
"Fortaleza","SãoPaulo",0.2,0,0.2,0,V
"Internacional","SantaCRuz",0.2,0.0666667,0.0666667,0,V
"Paraná","Botafogo",0.0666667,0,0.2,0.0666667,E
"PontePreta","Vasco",0,0.2,0.0666667,0.2,D
"Santos","AtléticoPR",0.2,0.0666667,0,0,V
"Botafogo","AtléticoPR",0.2,0.0666667,0,0.2,D
"Fortaleza","SãoCaetano",0.4,0,0.2,0,V
"SãoPaulo","SantaCRuz",0.4,0,0.0666667,0,V
"Figueirense","Cruzeiro",0.2,0.0666667,0.2,0.2,D
"Internacional","Flamengo",0.4,0.0666667,0.2,0,V
"Juventude","Goiás",0.266667,0,0.0666667,0.0666667,E
"Palmeiras","Santos",0,0,0.2,0.266667,D
"Paraná","Grêmio",0.266667,0,0.2,0,V
"PontePreta","Corinthians",0.2,0.2,0.2,0,V
"Vasco","Fluminense",0.133333,0.2,0.2,0.266667,E
"Fluminense","Paraná",0.4,0.266667,0.266667,0,V
"SantaCRuz","PontePreta",0.133333,0,0.2,0.266667,E
"Santos","Fortaleza",0.4,0.266667,0.4,0,V
"Goiás","Figueirense",0.266667,0.0666667,0.2,0.0666667,V
"AtléticoPR","Internacional",0,0.2,0.4,0.266667,D
"Corinthians","SãoPaulo",0.2,0,0.4,0.2,D
"Cruzeiro","Juventude",0.4,0.2,0.266667,0,V
"Flamengo","Botafogo",0.4,0,0.2,0.0666667,V
"Grêmio","Vasco",0.2,0,0.133333,0.4,D
"SãoCaetano","Palmeiras",0.4,0,0,0,V
"Botafogo","Grêmio",0.266667,0.0666667,0.2,0.0666667,E
"Santos","PontePreta",0.6,0.266667,0.2,0.266667,V
"SãoCaetano","Juventude",0.4,0,0.266667,0.2,D
"Figueirense","Fluminense",0.4,0.0666667,0.4,0.266667,V
"Flamengo","Fortaleza",0.466667,0,0.4,0.0666667,E
"Goiás","Vasco",0.466667,0.0666667,0.133333,0.4,V
"Internacional","SãoPaulo",0.6,0.266667,0.4,0.2,V
"Palmeiras","Cruzeiro",0.0666667,0,0.4,0.266667,E
"Paraná","Corinthians",0.266667,0,0.2,0.2,D
"SantaCRuz","AtléticoPR",0.133333,0,0,0.4,D
"AtléticoPR","Goiás",0,0.4,0.466667,0.266667,D
"Fortaleza","Paraná",0.466667,0.0666667,0.266667,0.0666667,E
"Internacional","Figueirense",0.6,0.266667,0.4,0.266667,D
"SãoPaulo","SãoCaetano",0.6,0.2,0.4,0,V
"Cruzeiro","Flamengo",0.6,0.266667,0.466667,0,V
"Fluminense","Santos",0.6,0.266667,0.6,0.266667,V
"Juventude","Botafogo",0.466667,0.2,0.266667,0.0666667,V
"Palmeiras","SantaCRuz",0.266667,0,0.133333,0,V
"PontePreta","Grêmio",0.266667,0.266667,0.2,0.133333,E
"Vasco","Corinthians",0.133333,0.4,0.2,0.4,D
"Cruzeiro","PontePreta",0.8,0.266667,0.266667,0.266667,V
"Flamengo","Santos",0.533333,0,0.6,0.333333,E
"Fortaleza","Fluminense",0.466667,0.0666667,0.6,0.466667,D
"Juventude","SantaCRuz",0.666667,0.2,0.133333,0,V
"Paraná","Figueirense",0.333333,0.0666667,0.4,0.333333,E
"SãoCaetano","AtléticoPR",0.6,0,0,0.4,V
"SãoPaulo","Palmeiras",0.8,0.2,0.266667,0,V
"Botafogo","Vasco",0.466667,0.0666667,0.133333,0.4,V
"Corinthians","Internacional",0.2,0.4,0.6,0.466667,D
"Grêmio","Goiás",0.4,0.133333,0.466667,0.266667,V
"AtléticoPR","Juventude",0.2,0.4,0.666667,0.2,V
"Figueirense","Fortaleza",0.466667,0.333333,0.466667,0.133333,E
"PontePreta","Paraná",0.266667,0.266667,0.333333,0.266667,D
"Fluminense","Flamengo",0.8,0.466667,0.533333,0,V
"Goiás","SãoCaetano",0.666667,0.266667,0.6,0,V
"Internacional","Cruzeiro",0.666667,0.466667,0.8,0.333333,E
"Palmeiras","Grêmio",0.266667,0,0.4,0.333333,D
"SantaCRuz","Botafogo",0.2,0,0.466667,0.133333,E
"Santos","Corinthians",0.8,0.333333,0.2,0.4,V
"Vasco","SãoPaulo",0.2,0.4,0.8,0.266667,E
"Cruzeiro","AtléticoPR",0.866667,0.333333,0.2,0.466667,E
"Flamengo","Palmeiras",0.733333,0,0.266667,0,V
"Fortaleza","Vasco",0.533333,0.133333,0.2,0.466667,E
"Grêmio","Santos",0.6,0.333333,0.8,0.333333,V
"Juventude","PontePreta",0.666667,0.2,0.266667,0.466667,D
"SãoCaetano","Internacional",0.666667,0,0.666667,0.533333,E
"SãoPaulo","Fluminense",1,0.266667,0.8,0.466667,V
"Cruzeiro","AtléticoPR",0.733333,0.333333,0.2,0.533333,E
"Flamengo","Palmeiras",0.733333,0,0.266667,0,V
"Fortaleza","Vasco",0.4,0.133333,0.2,0.333333,E
"Grêmio","Santos",0.8,0.333333,0.8,0.266667,V
"Juventude","PontePreta",0.466667,0.2,0.266667,0.466667,D
"SãoCaetano","Internacional",0.533333,0,0.666667,0.6,E
"SãoPaulo","Fluminense",1,0.266667,0.8,0.266667,V
"Botafogo","Figueirense",0.466667,0.133333,0.466667,0.533333,D
"Corinthians","Goiás",0.2,0.4,0.666667,0.466667,D
"Paraná","SantaCRuz",0.533333,0.266667,0.2,0,V
"Fluminense","Internacional",0.8,0.266667,0.666667,0.733333,D
"Fortaleza","Cruzeiro",0.2,0.133333,0.733333,0.533333,D
"Grêmio","SãoCaetano",0.666667,0.333333,0.533333,0.0666667,E
"AtléticoPR","Palmeiras",0.4,0.533333,0.266667,0,V
"Corinthians","Flamengo",0.2,0.4,0.733333,0.2,D
"Goiás","Paraná",0.666667,0.466667,0.533333,0.466667,D
"Juventude","SãoPaulo",0.466667,0.2,1,0.333333,E
"PontePreta","Figueirense",0.466667,0.466667,0.466667,0.466667,V
"Santos","Botafogo",0.866667,0.266667,0.466667,0.2,E
"Vasco","SantaCRuz",0.4,0.333333,0.2,0,V
"AtléticoPR","Fortaleza",0.466667,0.533333,0.2,0.2,E
"Cruzeiro","Corinthians",0.733333,0.533333,0.2,0.4,V
"Figueirense","Santos",0.666667,0.466667,0.866667,0.0666667,V
"Fluminense","Juventude",0.8,0.266667,0.466667,0.2,V
"Internacional","PontePreta",0.666667,0.733333,0.466667,0.4,V
"SãoCaetano","Botafogo",0.4,0.0666667,0.466667,0.2,E
"SãoPaulo","Grêmio",1,0.333333,0.666667,0.333333,V
"Flamengo","Paraná",0.533333,0.2,0.533333,0.666667,D
"Palmeiras","Vasco",0.466667,0,0.4,0.133333,V
"SantaCRuz","Goiás",0.4,0,0.666667,0.466667,V
"Botafogo","PontePreta",0.466667,0.2,0.466667,0.4,V
"SãoPaulo","Figueirense",1,0.333333,0.666667,0.466667,V
"Cruzeiro","Goiás",0.6,0.533333,0.666667,0.466667,E
"Flamengo","Vasco",0.466667,0.2,0.4,0.333333,D
"Fortaleza","SantaCRuz",0.133333,0.2,0.4,0.2,D
"Grêmio","Fluminense",0.733333,0.333333,0.8,0.266667,E
"Juventude","Internacional",0.466667,0.2,0.666667,0.533333,V
"Palmeiras","Corinthians",0.666667,0,0.2,0.4,V
"Paraná","AtléticoPR",0.666667,0.666667,0.466667,0.333333,V
"SãoCaetano","Santos",0.6,0.0666667,0.866667,0.0666667,V
"Corinthians","Fortaleza",0.0666667,0.4,0.133333,0.266667,E
"Figueirense","Grêmio",0.666667,0.466667,0.733333,0.333333,V
"Fluminense","SãoCaetano",0.666667,0.266667,0.6,0.133333,E
"Paraná","Cruzeiro",0.666667,0.666667,0.6,0.533333,V
"Goiás","Palmeiras",0.6,0.466667,0.666667,0.2,D
"Internacional","Botafogo",0.533333,0.533333,0.466667,0.266667,E
"PontePreta","SãoPaulo",0.466667,0.4,1,0.533333,D
"SantaCRuz","Flamengo",0.533333,0.2,0.466667,0.2,V
"Santos","Juventude",0.866667,0.0666667,0.466667,0.2,V
"Vasco","AtléticoPR",0.533333,0.333333,0.466667,0.133333,V
"Juventude","Figueirense",0.466667,0.2,0.666667,0.266667,V
"Palmeiras","Paraná",0.8,0.2,0.666667,0.666667,V
"SãoCaetano","PontePreta",0.466667,0.133333,0.466667,0.466667,E
"AtléticoPR","Flamengo",0.666667,0.133333,0.466667,0.2,V
"Fluminense","Botafogo",0.533333,0.266667,0.466667,0.333333,E
"Goiás","Fortaleza",0.466667,0.466667,0.133333,0.333333,E
"Internacional","Grêmio",0.4,0.533333,0.733333,0.333333,E
"SantaCRuz","Corinthians",0.666667,0.2,0.0666667,0.2,V
"SãoPaulo","Santos",0.8,0.533333,0.866667,0.2,D
"Vasco","Cruzeiro",0.666667,0.333333,0.6,0.333333,V
"Corinthians","AtléticoPR",0.266667,0.2,0.666667,0.133333,V
"Figueirense","SãoCaetano",0.733333,0.266667,0.466667,0.2,E
"Flamengo","Goiás",0.6,0.2,0.466667,0.266667,V
"Grêmio","Juventude",0.733333,0.333333,0.466667,0.2,V
"Botafogo","SãoPaulo",0.533333,0.333333,0.8,0.4,E
"Cruzeiro","SantaCRuz",0.466667,0.333333,0.666667,0.266667,E
"Fortaleza","Palmeiras",0.2,0.333333,0.8,0.266667,E
"Paraná","Vasco",0.866667,0.666667,0.666667,0.333333,V
"PontePreta","Fluminense",0.466667,0.466667,0.533333,0.266667,V
"Santos","Internacional",0.866667,0.2,0.4,0.333333,V
"Corinthians","Figueirense",0.266667,0.2,0.733333,0.4,D
"Flamengo","PontePreta",0.466667,0.2,0.466667,0.333333,E
"Juventude","Vasco",0.533333,0.2,0.666667,0.333333,E
"SãoCaetano","SantaCRuz",0.6,0.2,0.666667,0.266667,V
"Botafogo","Palmeiras",0.466667,0.333333,0.8,0.466667,D
