time1,time2,r1c,r1f,r2c,r2f,result
"Guarani","SãoCaetano",0.6,0.133333,0.666667,0.466667,D
"Bahia","PontePreta",0.533333,0,0.4,0.266667,V
"Goiás","AtléticoPR",1,0.466667,0.666667,0.266667,V
"Flamengo","AtléticoMG",0.8,0.133333,0.533333,0.466667,V
"Fluminense","Coritiba",0.666667,0.133333,0.8,0,V
"Criciúma","Paraná",0.466667,0.0666667,0.733333,0.733333,D
"Grêmio","Paysandu",0.533333,0.466667,0.666667,0,V
"PontePreta","Santos",0.2,0.266667,0.733333,0.866667,D
"Vitória","Guarani",0.333333,0.266667,0.6,0.2,E
"Figueirense","Juventude",0.666667,0.2,0.4,0.4,V
"Fortaleza","Flamengo",0.533333,0.266667,0.8,0.133333,V
"Vasco","Cruzeiro",0.333333,0.266667,0.8,0.8,D
"Corinthians","Goiás",0.4,0.2,1,0.4,V
"AtléticoPR","SãoPaulo",0.666667,0.266667,0.666667,0.2,V
"AtléticoMG","Internacional",0.333333,0.466667,0.533333,0.466667,D
"SãoCaetano","Bahia",0.666667,0.466667,0.533333,0,V
"AtléticoMG","Fortaleza",0.333333,0.466667,0.533333,0.2,V
"Coritiba","PontePreta",0.666667,0,0.2,0.333333,E
"Figueirense","Internacional",0.866667,0.2,0.533333,0.466667,V
"Flamengo","Criciúma",1,0.133333,0.466667,0.0666667,V
"Grêmio","Vasco",0.666667,0.466667,0.333333,0.266667,V
"Santos","Fluminense",0.866667,0.866667,0.666667,0.0666667,V
"SãoPaulo","Vitória",0.866667,0.2,0.333333,0.266667,V
"Paraná","Cruzeiro",0.533333,0.733333,0.8,0.8,D
"SãoCaetano","Goiás",0.666667,0.466667,1,0.4,V
"Guarani","Corinthians",0.4,0.2,0.4,0.2,D
"Paysandu","Juventude",0.8,0,0.4,0.333333,V
"Bahia","AtléticoPR",0.466667,0,0.666667,0.466667,D
"Vasco","Figueirense",0.333333,0.266667,0.866667,0.133333,V
"Juventude","AtléticoMG",0.533333,0.333333,0.333333,0.266667,V
"Fluminense","SãoCaetano",0.866667,0.0666667,0.666667,0.466667,V
"Internacional","Flamengo",0.533333,0.466667,1,0.133333,V
"AtléticoPR","Guarani",0.8,0.466667,0.4,0.2,V
"Cruzeiro","Paysandu",0.8,0.8,0.8,0,V
"Corinthians","Bahia",0.4,0.2,0.466667,0.2,D
"Goiás","Santos",1,0.4,0.866667,0.666667,V
"PontePreta","SãoPaulo",0.133333,0.333333,0.866667,0.4,D
"Fortaleza","Paraná",0.533333,0.2,0.533333,0.533333,V
"Vitória","Coritiba",0.533333,0.266667,0.666667,0,V
"Criciúma","Grêmio",0.266667,0.0666667,0.666667,0.6,D
"Vitória","AtléticoMG",0.333333,0.266667,0.333333,0.266667,D
"AtléticoPR","Vasco",0.666667,0.466667,0.333333,0.333333,E
"Goiás","Figueirense",0.8,0.4,0.866667,0.333333,D
"Corinthians","Paraná",0.466667,0.2,0.533333,0.533333,E
"Cruzeiro","Fluminense",0.8,0.8,0.866667,0.0666667,V
"Guarani","Paysandu",0.6,0.2,0.8,0,V
"Fortaleza","Coritiba",0.533333,0.2,0.666667,0.0666667,E
"Internacional","SãoPaulo",0.6,0.466667,0.866667,0.466667,E
"Flamengo","PontePreta",0.866667,0.133333,0.133333,0.2,E
"Criciúma","Bahia",0.466667,0.0666667,0.466667,0.2,V
"Santos","Grêmio",0.866667,0.666667,0.666667,0.466667,E
"Juventude","SãoCaetano",0.666667,0.333333,0.666667,0.266667,V
"AtléticoMG","Goiás",0.533333,0.266667,0.8,0.4,V
"Paraná","Vitória",0.533333,0.533333,0.333333,0.266667,V
"SãoCaetano","Internacional",0.8,0.266667,0.6,0.4,V
"Coritiba","Criciúma",0.666667,0.0666667,0.466667,0.0666667,V
"Figueirense","Guarani",0.866667,0.333333,0.6,0.133333,V
"SãoPaulo","Flamengo",0.666667,0.466667,0.866667,0.333333,D
"Vasco","Santos",0.333333,0.333333,0.866667,0.666667,E
"Fluminense","Juventude",0.866667,0.0666667,0.666667,0.266667,V
"Grêmio","Corinthians",0.666667,0.466667,0.466667,0.2,V
"Paysandu","AtléticoPR",0.666667,0,0.666667,0.466667,E
"PontePreta","Fortaleza",0.266667,0.2,0.533333,0.2,V
"Bahia","Cruzeiro",0.266667,0.2,0.8,0.8,D
"Botafogo","Goiás",0,0,0,0.2,D
"Figueirense","Internacional",0.2,0,0,0,V
"SãoCaetano","Vitória",0.2,0,0,0,V
"Cruzeiro","Juventude",0.2,0,0,0,V
"Palmeiras","AtléticoMG",0.0666667,0,0,0.0666667,E
"Grêmio","Flamengo",0.0666667,0,0,0.0666667,E
"PontePreta","Corinthians",0.2,0,0,0,V
"Paraná","Santos",0.2,0,0,0,V
"Coritiba","Guarani",0.2,0,0,0,V
"Vasco","Criciúma",0,0,0,0.2,D
"Paysandu","Fluminense",0.0666667,0,0,0.0666667,E
"SãoPaulo","AtléticoPR",0.2,0,0,0,V
"Flamengo","PontePreta",0.0666667,0.0666667,0.2,0.0666667,E
"Goiás","Cruzeiro",0.0666667,0.2,0.2,0.0666667,E
"Juventude","Grêmio",0.0666667,0,0.0666667,0.0666667,E
"Internacional","Palmeiras",0.2,0,0.0666667,0,V
"AtléticoMG","Vasco",0.0666667,0.0666667,0,0.0666667,E
"Fluminense","Coritiba",0.0666667,0.0666667,0.2,0.0666667,E
"Corinthians","Paysandu",0.2,0,0.0666667,0,V
"Guarani","SãoCaetano",0.0666667,0,0.2,0.0666667,E
"AtléticoPR","Figueirense",0,0,0.2,0.2,D
"Vitória","Paraná",0.2,0,0.2,0,V
"Criciúma","SãoPaulo",0.0666667,0.2,0.2,0.0666667,E
"Santos","Botafogo",0.2,0,0,0,V
"Botafogo","AtléticoMG",0.0666667,0,0.0666667,0.133333,E
"Coritiba","Internacional",0.266667,0.0666667,0.2,0.0666667,E
"Cruzeiro","Criciúma",0.266667,0.0666667,0.0666667,0.266667,E
"Paysandu","AtléticoPR",0.0666667,0,0,0.2,D
"PontePreta","Goiás",0.4,0.0666667,0.0666667,0.2,V
"Figueirense","Santos",0.4,0.2,0.2,0,V
"Grêmio","Corinthians",0.266667,0.0666667,0.2,0,V
"SãoPaulo","Fluminense",0.4,0.0666667,0.0666667,0.0666667,V
"Vasco","Guarani",0,0.0666667,0.0666667,0.2,D
"Paraná","Flamengo",0.4,0,0.0666667,0.0666667,V
"Palmeiras","Vitória",0.133333,0,0.2,0.0666667,E
"AtléticoMG","PontePreta",0.0666667,0.133333,0.4,0.266667,D
"Criciúma","Botafogo",0.266667,0.266667,0.0666667,0,V
"Goiás","Grêmio",0.266667,0.2,0.266667,0.0666667,V
"Internacional","Paysandu",0.4,0.0666667,0.0666667,0,V
"AtléticoPR","Coritiba",0.0666667,0.2,0.266667,0.133333,E
"Corinthians","Palmeiras",0.2,0,0.133333,0.2,D
"Flamengo","SãoCaetano",0.133333,0.0666667,0.2,0.133333,E
"Fluminense","Vasco",0.266667,0.0666667,0,0.0666667,V
"Guarani","SãoPaulo",0.0666667,0.2,0.4,0.266667,D
"Juventude","Paraná",0.266667,0,0.4,0,V
"Santos","Cruzeiro",0.2,0,0.266667,0.266667,D
"Vitória","Figueirense",0.4,0.0666667,0.4,0.2,V
"Guarani","AtléticoPR",0.133333,0.2,0.0666667,0.266667,E
"Palmeiras","PontePreta",0.333333,0.2,0.4,0.266667,V
"Paraná","Cruzeiro",0.6,0,0.266667,0.266667,V
"Vasco","Grêmio",0.0666667,0.0666667,0.266667,0.133333,E
"Santos","Juventude",0.4,0,0.266667,0,V
"SãoCaetano","Criciúma",0.4,0.133333,0.266667,0.266667,V
"AtléticoMG","Corinthians",0.133333,0.133333,0.2,0.0666667,E
"Botafogo","Paysandu",0.133333,0,0.0666667,0.0666667,E
"Coritiba","SãoPaulo",0.266667,0.133333,0.4,0.466667,D
"Goiás","Figueirense",0.466667,0.2,0.4,0.2,V
"Internacional","Fluminense",0.466667,0.0666667,0.266667,0.133333,E
"Vitória","Flamengo",0.6,0.0666667,0.133333,0.0666667,V
"AtléticoPR","Santos",0.266667,0.266667,0.4,0,V
"Paysandu","Vasco",0.0666667,0.0666667,0.0666667,0.266667,D
"Corinthians","Guarani",0.4,0.0666667,0.133333,0.2,V
"Fluminense","Vitória",0.466667,0.133333,0.6,0.0666667,V
"Criciúma","Goiás",0.466667,0.266667,0.466667,0.2,V
"Cruzeiro","Palmeiras",0.466667,0.266667,0.333333,0.2,V
"Figueirense","SãoCaetano",0.6,0.2,0.4,0.133333,V
"Flamengo","Internacional",0.133333,0.0666667,0.466667,0.266667,D
"Grêmio","Botafogo",0.333333,0.133333,0.133333,0.0666667,E
"Juventude","AtléticoMG",0.333333,0,0.133333,0.2,E
"PontePreta","Coritiba",0.466667,0.266667,0.266667,0.2,E
"SãoPaulo","Paraná",0.466667,0.466667,0.6,0.0666667,E
"Botafogo","Figueirense",0.2,0.0666667,0.6,0.266667,E
"Coritiba","AtléticoMG",0.266667,0.2,0.133333,0.4,D
"Internacional","Goiás",0.666667,0.266667,0.466667,0.2,V
"Paysandu","Grêmio",0.0666667,0.0666667,0.333333,0.333333,D
"Corinthians","AtléticoPR",0.4,0.0666667,0.266667,0.466667,D
"Criciúma","Vitória",0.666667,0.266667,0.6,0.0666667,V
"Cruzeiro","SãoPaulo",0.666667,0.266667,0.466667,0.466667,V
"Flamengo","Fluminense",0.133333,0.0666667,0.466667,0.333333,D
"Juventude","Guarani",0.533333,0,0.133333,0.2,V
"Paraná","PontePreta",0.6,0.0666667,0.466667,0.466667,D
"Santos","Palmeiras",0.4,0,0.333333,0.4,D
"SãoCaetano","Vasco",0.6,0.133333,0.0666667,0.266667,V
"Fluminense","Criciúma",0.533333,0.333333,0.666667,0.333333,E
"Palmeiras","Coritiba",0.533333,0.4,0.266667,0.2,V
"PontePreta","Juventude",0.466667,0.466667,0.533333,0.2,D
"Vitória","Internacional",0.8,0.0666667,0.666667,0.266667,V
"Figueirense","Paysandu",0.666667,0.266667,0.0666667,0.133333,E
"AtléticoMG","Santos",0.2,0.4,0.4,0.0666667,E
"AtléticoPR","Cruzeiro",0.466667,0.466667,0.666667,0.266667,V
"Goiás","Flamengo",0.533333,0.2,0.133333,0.133333,E
"Grêmio","SãoCaetano",0.333333,0.333333,0.6,0.333333,D
"Guarani","Paraná",0.333333,0.2,0.6,0.0666667,V
"SãoPaulo","Corinthians",0.533333,0.466667,0.4,0.133333,E
"Vasco","Botafogo",0.266667,0.266667,0.2,0.0666667,V
"Fluminense","Guarani",0.6,0.333333,0.333333,0.266667,E
"Internacional","AtléticoMG",0.866667,0.266667,0.2,0.4,V
"Paraná","Botafogo",0.666667,0.0666667,0.2,0.133333,E
"SãoPaulo","Grêmio",0.733333,0.466667,0.333333,0.333333,V
"Coritiba","SãoCaetano",0.466667,0.2,0.6,0.333333,V
"Criciúma","Juventude",0.866667,0.333333,0.533333,0.2,V
"Cruzeiro","Paysandu",0.866667,0.266667,0.0666667,0.133333,V
"Flamengo","AtléticoPR",0.333333,0.133333,0.466667,0.466667,V
"Goiás","Corinthians",0.6,0.2,0.4,0.2,E
"Palmeiras","Vasco",0.6,0.4,0.266667,0.333333,E
"PontePreta","Figueirense",0.466667,0.466667,0.666667,0.466667,D
"Vitória","Santos",0.8,0.0666667,0.4,0.266667,D
"AtléticoPR","Vitória",0.466667,0.466667,0.8,0.266667,D
"Figueirense","Cruzeiro",0.733333,0.466667,0.866667,0.333333,E
"Grêmio","Coritiba",0.4,0.333333,0.466667,0.266667,E
"Vasco","Paraná",0.333333,0.333333,0.666667,0.133333,E
"AtléticoMG","Fluminense",0.4,0.4,0.6,0.333333,V
"Botafogo","PontePreta",0.2,0.133333,0.466667,0.666667,D
"Corinthians","Flamengo",0.466667,0.2,0.333333,0.2,E
"Guarani","Criciúma",0.533333,0.266667,0.866667,0.333333,V
"Juventude","Goiás",0.6,0.2,0.6,0.266667,E
"Paysandu","SãoPaulo",0.266667,0.133333,0.733333,0.466667,V
"Santos","Internacional",0.6,0.266667,0.866667,0.266667,V
"SãoCaetano","Palmeiras",0.666667,0.333333,0.6,0.466667,E
"SãoCaetano","Juventude",0.866667,0.333333,0.6,0.2,V
"Santos","Guarani",0.6,0.266667,0.533333,0.266667,V
"Coritiba","Paraná",0.333333,0.266667,0.666667,0.2,E
"Criciúma","Grêmio",0.8,0.333333,0.4,0.466667,D
"Flamengo","Figueirense",0.266667,0.2,0.733333,0.466667,D
"AtléticoMG","AtléticoPR",0.333333,0.4,0.466667,0.666667,D
"Botafogo","Fluminense",0.266667,0.133333,0.6,0.333333,E
"Goiás","SãoCaetano",0.733333,0.266667,0.866667,0.266667,V
"Internacional","Vasco",0.666667,0.266667,0.333333,0.466667,D
"Juventude","Corinthians",0.733333,0.2,0.466667,0.2,V
"Palmeiras","SãoPaulo",0.733333,0.466667,0.733333,0.4,V
"Paysandu","Vitória",0.4,0.133333,0.8,0.266667,V
"PontePreta","Cruzeiro",0.466667,0.666667,0.866667,0.266667,V
"AtléticoPR","Juventude",0.666667,0.666667,0.733333,0.2,V
"Figueirense","Vasco",0.6,0.466667,0.333333,0.533333,E
"Fluminense","Grêmio",0.733333,0.333333,0.4,0.466667,V
"Guarani","AtléticoMG",0.533333,0.266667,0.333333,0.4,E
"Internacional","Criciúma",0.666667,0.266667,0.8,0.133333,V
"SãoPaulo","PontePreta",0.733333,0.4,0.466667,0.6,V
"Vitória","Goiás",0.666667,0.266667,0.733333,0.133333,E
"Corinthians","Santos",0.266667,0.2,0.6,0.466667,D
"Cruzeiro","Coritiba",0.666667,0.266667,0.333333,0.4,D
"Flamengo","Paysandu",0.4,0.2,0.4,0.133333,V
"Paraná","Palmeiras",0.466667,0.2,0.733333,0.666667,D
"SãoCaetano","Botafogo",0.666667,0.266667,0.266667,0.333333,D
"Goiás","Fluminense",0.733333,0.133333,0.733333,0.333333,V
"Grêmio","Figueirense",0.4,0.466667,0.6,0.533333,E
"SãoPaulo","AtléticoMG",0.733333,0.4,0.333333,0.333333,V
"Vasco","Vitória",0.533333,0.533333,0.666667,0.2,V
"Botafogo","Internacional",0.4,0.333333,0.666667,0.266667,V
"Coritiba","Corinthians",0.266667,0.4,0.266667,0.4,D
"Criciúma","Flamengo",0.666667,0.133333,0.4,0.2,E
"Cruzeiro","Guarani",0.8,0.266667,0.533333,0.0666667,V
"Palmeiras","Juventude",0.866667,0.666667,0.733333,0.2,V
"Paraná","AtléticoPR",0.466667,0.2,0.666667,0.466667,V
"Paysandu","SãoCaetano",0.466667,0.133333,0.666667,0.266667,E
"PontePreta","Santos",0.266667,0.6,0.6,0.666667,D
"AtléticoMG","Cruzeiro",0.533333,0.333333,0.8,0.0666667,V
"AtléticoPR","Palmeiras",0.666667,0.466667,0.866667,0.533333,E
"Corinthians","Paraná",0.466667,0.4,0.466667,0.2,V
"Figueirense","Criciúma",0.6,0.533333,0.666667,0.0666667,V
"Flamengo","Vasco",0.4,0.2,0.533333,0.533333,D
"Fluminense","SãoCaetano",0.733333,0.333333,0.666667,0.266667,V
"Goiás","Paysandu",0.733333,0.133333,0.466667,0.133333,V
"Internacional","Grêmio",0.8,0.266667,0.4,0.4,V
"Juventude","Coritiba",0.733333,0.2,0.266667,0.333333,V
"PontePreta","Guarani",0.4,0.6,0.533333,0.0666667,V
"Santos","SãoPaulo",0.8,0.666667,0.733333,0.2,V
"Vitória","Botafogo",0.666667,0.2,0.4,0.333333,V
"AtléticoMG","Vitória",0.533333,0.333333,0.666667,0.266667,E
"AtléticoPR","Goiás",0.666667,0.466667,0.733333,0.133333,V
"Botafogo","Palmeiras",0.4,0.333333,0.866667,0.6,E
"Corinthians","Criciúma",0.466667,0.4,0.666667,0.0666667,V
"Figueirense","Paraná",0.466667,0.533333,0.466667,0.2,E
"Grêmio","Cruzeiro",0.2,0.4,0.8,0.266667,D
"Guarani","Internacional",0.733333,0.0666667,0.8,0.2,V
"Juventude","Fluminense",0.866667,0.2,0.733333,0.266667,V
"Paysandu","PontePreta",0.666667,0.133333,0.4,0.4,V
"Santos","Flamengo",0.8,0.666667,0.4,0.2,V
"SãoCaetano","SãoPaulo",0.533333,0.266667,0.733333,0.0666667,E
"Vasco","Coritiba",0.533333,0.533333,0.266667,0.466667,D
"Coritiba","Paysandu",0.333333,0.466667,0.666667,0.133333,E
"Criciúma","AtléticoMG",0.666667,0.0666667,0.533333,0.266667,V
"Cruzeiro","Botafogo",0.8,0.266667,0.4,0.266667,V
"Flamengo","Juventude",0.4,0.2,0.866667,0.2,D
"Fluminense","Santos",0.733333,0.266667,0.8,0.666667,V
"Goiás","Guarani",0.866667,0.133333,0.733333,0.0666667,V
"Internacional","AtléticoPR",0.8,0.2,0.666667,0.4,V
"Palmeiras","Grêmio",0.866667,0.6,0.2,0.2,V
"Paraná","SãoCaetano",0.266667,0.2,0.533333,0.266667,D
"PontePreta","Vasco",0.6,0.4,0.533333,0.533333,V
"SãoPaulo","Figueirense",0.866667,0.0666667,0.466667,0.533333,V
"Vitória","Corinthians",0.533333,0.266667,0.466667,0.4,E
"Paysandu","Palmeiras",0.866667,0.133333,0.866667,0.4,V
"AtléticoMG","Goiás",0.466667,0.266667,0.866667,0.333333,D
"Guarani","Flamengo",0.666667,0.0666667,0.4,0.4,D
"Grêmio","Paraná",0.333333,0.2,0.266667,0.2,V
"Vasco","Cruzeiro",0.666667,0.533333,0.8,0.266667,V
"Corinthians","Internacional",0.533333,0.4,0.8,0.0666667,E
"Figueirense","Coritiba",0.466667,0.533333,0.333333,0.533333,E
"SãoCaetano","PontePreta",0.333333,0.266667,0.6,0.6,D
"Juventude","Vitória",0.866667,0.2,0.533333,0.266667,V
"Santos","Criciúma",1,0.666667,0.666667,0,V
"AtléticoPR","Fluminense",0.666667,0.4,0.733333,0.0666667,V
"Botafogo","SãoPaulo",0.533333,0.266667,0.866667,0.0666667,V
"Coritiba","Botafogo",0.533333,0.533333,0.533333,0.266667,V
"Criciúma","AtléticoPR",0.666667,0,0.666667,0.2,V
"Cruzeiro","SãoCaetano",0.6,0.266667,0.333333,0.466667,D
"Flamengo","AtléticoMG",0.266667,0.4,0.466667,0.133333,E
"Fluminense","Corinthians",0.866667,0.0666667,0.533333,0.333333,V
"Goiás","Santos",0.866667,0.333333,1,0.666667,E
"Internacional","Juventude",0.6,0.0666667,0.866667,0.4,D
"Palmeiras","Figueirense",0.733333,0.4,0.466667,0.533333,E
"Paraná","Paysandu",0.466667,0.2,0.866667,0.0666667,V
"PontePreta","Grêmio",0.8,0.6,0.333333,0.2,V
"SãoPaulo","Vasco",1,0.0666667,0.666667,0.466667,V
"Vitória","Guarani",0.533333,0.266667,0.666667,0,V
"AtléticoPR","PontePreta",0.866667,0.2,0.8,0.4,V
"Botafogo","Flamengo",0.6,0.266667,0.266667,0.4,E
"Corinthians","Cruzeiro",0.666667,0.333333,0.6,0.2,V
"Figueirense","Fluminense",0.6,0.533333,0.866667,0.0666667,V
"Grêmio","Vitória",0.533333,0.2,0.533333,0.0666667,V
"Guarani","Palmeiras",0.666667,0,0.733333,0.333333,V
"Juventude","SãoPaulo",0.8,0.4,1,0.266667,D
"Paysandu","Criciúma",0.733333,0.0666667,0.666667,0.0666667,E
"AtléticoMG","Paraná",0.466667,0.133333,0.466667,0.133333,V
"Santos","Coritiba",1,0.666667,0.533333,0.466667,V
"SãoCaetano","Internacional",0.466667,0.466667,0.6,0.0666667,V
"Vasco","Goiás",0.666667,0.466667,0.866667,0.333333,V
"AtléticoPR","Grêmio",0.733333,0.2,0.533333,0.0666667,E
"Fluminense","Cruzeiro",0.866667,0.0666667,0.6,0.266667,E
"AtléticoMG","Figueirense",0.666667,0.133333,0.6,0.333333,V
"Corinthians","SãoCaetano",0.866667,0.333333,0.466667,0.466667,V
"Criciúma","PontePreta",0.666667,0.0666667,0.8,0.2,V
"Flamengo","Palmeiras",0.266667,0.4,0.733333,0.333333,D
"Goiás","Paraná",0.866667,0.333333,0.466667,0.0666667,V
"Guarani","Botafogo",0.466667,0,0.6,0.4,D
"Internacional","SãoPaulo",0.666667,0.0666667,1,0.333333,E
"Juventude","Vasco",0.666667,0.4,0.666667,0.333333,E
"Santos","Paysandu",1,0.666667,0.733333,0.0666667,V
"Vitória","Coritiba",0.6,0.0666667,0.533333,0.333333,E
"Coritiba","Flamengo",0.533333,0.333333,0.266667,0.333333,V
"Figueirense","Guarani",0.6,0.333333,0.466667,0.0666667,E
"Grêmio","Santos",0.666667,0.0666667,1,0.466667,V
"Palmeiras","Goiás",0.666667,0.333333,0.866667,0.466667,D
"Paraná","Criciúma",0.4,0.0666667,0.666667,0.266667,D
"Paysandu","AtléticoMG",0.733333,0.0666667,0.666667,0.133333,V
"PontePreta","Fluminense",0.8,0.2,0.866667,0,V
"SãoCaetano","AtléticoPR",0.266667,0.466667,0.733333,0.4,D
"Vasco","Corinthians",0.6,0.333333,0.866667,0.466667,D
"Botafogo","Juventude",0.533333,0.4,0.666667,0.6,D
"Cruzeiro","Internacional",0.6,0.266667,0.666667,0.0666667,V
"SãoPaulo","Vitória",1,0.333333,0.6,0.0666667,V
"AtléticoMG","Grêmio",0.666667,0.133333,0.666667,0.0666667,V
"Fluminense","Paraná",0.866667,0,0.4,0.0666667,V
"Goiás","Coritiba",0.666667,0.466667,0.533333,0.533333,D
"Santos","SãoCaetano",0.8,0.466667,0.266667,0.6,D
"AtléticoPR","Vasco",0.866667,0.4,0.6,0.266667,V
"Corinthians","Botafogo",0.733333,0.466667,0.533333,0.266667,E
"Criciúma","Palmeiras",0.666667,0.266667,0.666667,0.466667,D
"Flamengo","SãoPaulo",0.266667,0.333333,1,0.333333,V
"Guarani","Paysandu",0.466667,0.0666667,0.733333,0.133333,E
"Internacional","PontePreta",0.466667,0.0666667,0.8,0.4,D
"Juventude","Figueirense",0.533333,0.6,0.6,0.2,E
"Vitória","Cruzeiro",0.733333,0.0666667,0.6,0.266667,V
"Cruzeiro","Flamengo",0.8,0.266667,0.266667,0.266667,V
"Figueirense","Corinthians",0.4,0.2,0.733333,0.666667,D
"Grêmio","Guarani",0.666667,0.0666667,0.466667,0.133333,E
"Paraná","Internacional",0.4,0.0666667,0.466667,0.266667,D
"Paysandu","Juventude",0.666667,0.133333,0.533333,0.8,D
"PontePreta","Vitória",1,0.4,0.733333,0.0666667,V
"SãoPaulo","Goiás",1,0.333333,0.666667,0.4,V
"Vasco","Santos",0.4,0.266667,0.8,0.466667,D
"Botafogo","AtléticoPR",0.4,0.266667,0.866667,0.266667,E
"Coritiba","Criciúma",0.666667,0.533333,0.666667,0.266667,V
"Palmeiras","Fluminense",0.666667,0.466667,0.866667,0,V
"SãoCaetano","AtléticoMG",0.333333,0.6,0.666667,0.133333,E
"Corinthians","PontePreta",0.733333,0.666667,1,0.4,V
"Flamengo","Grêmio",0.466667,0.266667,0.666667,0.0666667,V
"Internacional","Figueirense",0.466667,0.266667,0.4,0.133333,V
"Juventude","Cruzeiro",0.533333,0.8,0.8,0.0666667,V
"AtléticoMG","Palmeiras",0.6,0.133333,0.666667,0.6,D
"AtléticoPR","SãoPaulo",0.866667,0.266667,1,0.266667,V
"Criciúma","Vasco",0.8,0.266667,0.4,0.0666667,V
"Fluminense","Paysandu",0.733333,0,0.666667,0.2,E
"Goiás","Botafogo",0.666667,0.4,0.4,0.266667,V
"Guarani","Coritiba",0.333333,0.133333,0.666667,0.4,E
"Santos","Paraná",0.8,0.466667,0.4,0,V
"Vitória","SãoCaetano",0.533333,0.0666667,0.333333,0.8,D
"Botafogo","Santos",0.533333,0.266667,0.8,0.266667,V
"Cruzeiro","Goiás",0.6,0.0666667,0.666667,0.6,D
"Figueirense","AtléticoPR",0.4,0.133333,0.866667,0.333333,E
"Grêmio","Juventude",0.666667,0.0666667,0.533333,1,D
"Palmeiras","Internacional",0.666667,0.6,0.466667,0.266667,V
"Paraná","Vitória",0.4,0,0.533333,0,V
"Paysandu","Corinthians",0.666667,0.2,0.733333,0.466667,V
"PontePreta","Flamengo",1,0.4,0.466667,0.266667,V
"SãoCaetano","Guarani",0.466667,0.8,0.333333,0.133333,V
"Coritiba","Fluminense",0.866667,0.4,0.733333,0,V
"SãoPaulo","Criciúma",1,0.266667,0.8,0.266667,V
"Vasco","AtléticoMG",0.6,0.0666667,0.6,0.133333,V
"Corinthians","Grêmio",0.733333,0.466667,0.666667,0.133333,E
"Flamengo","Paraná",0.666667,0.266667,0.4,0,V
"Santos","Figueirense",0.8,0.266667,0.4,0.133333,V
"AtléticoMG","Botafogo",0.666667,0.133333,0.533333,0.333333,E
"AtléticoPR","Paysandu",0.866667,0.333333,0.666667,0.133333,V
"Criciúma","Cruzeiro",0.6,0.266667,0.6,0.266667,D
"Fluminense","SãoPaulo",0.733333,0,1,0.266667,V
"Goiás","PontePreta",0.666667,0.6,1,0.2,V
"Guarani","Vasco",0.4,0.133333,0.6,0.133333,E
"Internacional","Coritiba",0.333333,0.266667,0.866667,0.4,E
"Juventude","SãoCaetano",0.4,1,0.466667,0.666667,E
"Vitória","Palmeiras",0.533333,0,0.666667,0.666667,E
"Botafogo","Criciúma",0.4,0.333333,0.6,0.333333,E
"Grêmio","Goiás",0.533333,0.133333,0.666667,0.466667,E
"Paraná","Juventude",0.4,0,0.4,1,D
"Paysandu","Internacional",0.666667,0.133333,0.333333,0.2,V
"SãoPaulo","Guarani",0.866667,0.266667,0.4,0.2,E
"Coritiba","AtléticoPR",0.8,0.4,0.866667,0.533333,D
"Cruzeiro","Santos",0.466667,0.266667,0.8,0.333333,E
"Figueirense","Vitória",0.533333,0.133333,0.533333,0,V
"Palmeiras","Corinthians",0.466667,0.666667,0.733333,0.6,D
"PontePreta","AtléticoMG",0.866667,0.2,0.666667,0.2,E
"SãoCaetano","Flamengo",0.466667,0.666667,0.666667,0.266667,D
"Vasco","Fluminense",0.466667,0.133333,0.733333,0.0666667,E
"Criciúma","SãoCaetano",0.4,0.333333,0.466667,0.666667,D
"Figueirense","Goiás",0.533333,0.133333,0.666667,0.466667,V
"Fluminense","Internacional",0.733333,0.0666667,0.333333,0.2,V
"Juventude","Santos",0.4,1,0.8,0.466667,D
"PontePreta","Palmeiras",0.733333,0.2,0.466667,0.733333,E
"SãoPaulo","Coritiba",0.666667,0.266667,0.8,0.6,D
"Corinthians","AtléticoMG",0.733333,0.6,0.666667,0.133333,V
"Cruzeiro","Paraná",0.466667,0.266667,0.4,0.2,D
"Paysandu","Botafogo",0.8,0.133333,0.4,0.333333,V
"Grêmio","Vasco",0.333333,0.133333,0.466667,0.333333,D
"AtléticoPR","Guarani",0.866667,0.533333,0.4,0.2,V
"Flamengo","Vitória",0.8,0.266667,0.533333,0,V
"Palmeiras","Cruzeiro",0.4,0.733333,0.466667,0.466667,D
"Vasco","Paysandu",0.266667,0.333333,0.8,0.333333,D
"AtléticoMG","Juventude",0.533333,0.133333,0.4,0.866667,E
"Goiás","Criciúma",0.8,0.466667,0.4,0.266667,V
"Guarani","Corinthians",0.2,0.2,0.733333,0.8,D
"Internacional","Flamengo",0.4,0.2,0.8,0.266667,E
"Paraná","SãoPaulo",0.2,0.2,0.666667,0.266667,D
"Santos","AtléticoPR",0.666667,0.466667,0.866667,0.6,E
"SãoCaetano","Figueirense",0.466667,0.666667,0.533333,0.0666667,V
"Botafogo","Grêmio",0.533333,0.333333,0.333333,0.133333,V
"Coritiba","PontePreta",0.8,0.6,0.733333,0.2,V
"Vitória","Fluminense",0.333333,0,0.733333,0.266667,D
"Goiás","Internacional",0.8,0.466667,0.4,0.2,V
"Guarani","Juventude",0.4,0.2,0.4,0.666667,V
"SãoPaulo","Cruzeiro",0.533333,0.266667,0.466667,0.466667,E
"Vasco","SãoCaetano",0.266667,0.333333,0.466667,0.866667,D
